#;;;;;;;;;;;;;x;;;
demand_concession_casus_belli_desc;Forçar um §Yuncivilized country§W a dividir o território para formar uma concessão colonial.;Obligez un §Ypays non civilisé§W à faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonie abzuspalten.;;Obliga a un §Ypaís incivilizado§W a escindir territorio para formar una concesión colonial.;;;;;;;;;x;;
demand_concession_casus_belli_setup;Exigir que o $RECIPIENT$ divida o território para formar uma concessão colonial.;Demandez à ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonie abspaltet.;;Exigir que $RECIPIENT$ escinda territorio para formar una concesión colonial.;;;;;;;;;x;;
demand_concession_casus_belli_short;Exigir $STATE$;Demande $STATE$;Fordern Sie $STATE$;;Exigir $STATE$;;;;;;;;;x;;
NORMAL_WAR_PROTECTORATE_NAME;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$$FIRST$e Übernahme von $SECOND_COUNTRY$;;$ORDER$ Adquisición de $SECOND_COUNTRY$ $FIRST$ ;;;;;;;;;x;;
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$$FIRST$e Übernahme von $SECOND_COUNTRY$;;$ORDER$ Adquisición de $SECOND_COUNTRY$ $FIRST$ ;;;;;;;;;x;;
establish_protectorate_casus_belli;Estabelecer o Protectorado;Établir un protectorat;Protektorat gründen;;Establecer protectorado;;;;;;;;;x;;
establish_protectorate_casus_belli_desc;Anexa um §Yuncivilized country§W forçando-os a se tornarem um protetorado nosso.;Annexez un §Ypays non civilisé§W en l'obligeant à devenir l'un de nos protectorats.;Annektieren Sie ein §Yunzivilisiertes Land§W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;Anexiona un §Ypaís incivilizado§W, obligándolo a convertirse en protectorado nuestro.;;;;;;;;;x;;
establish_protectorate_casus_belli_setup;Anexar $RECIPIENT$ estabelecendo um protetorado sobre eles.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;Anexionar $RECIPIENT$ estableciendo un protectorado sobre ellos.;;;;;;;;;x;;
establish_protectorate_casus_belli_short;Anexar $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;Anexionar $RECIPIENT$;;;;;;;;;x;;
NORMAL_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ libération de $STATE$;$ORDER$$FIRST$e Befreiung von $STATE$;;$ORDER$ Liberación $FIRST$ de $STATE$;;;;;;;;;x;;
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ libération de $STATE$;$ORDER$$FIRST$e Befreiung von $STATE$;;$ORDER$ Liberación $FIRST$ de $STATE$;;;;;;;;;x;;
unification_casus_belli;Guerra da Unificação;Guerre d'unification;Vereinigungskrieg;;Guerra de unificación;;;;;;;;;x;;
unification_casus_belli_desc;Libere o core de nossa §YCultural Union§W;Libérer un territoire clé de notre §Yunion culturelle§W;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;Libera territorio fundamental de nuestra §Yunión cultural§W;;;;;;;;;x;;
unification_casus_belli_setup;Libere o core de nossa §YCultural Union§W.;Libérez un territoire clé de notre §Yunion culturelle§W.;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;Liberar territorio fundamental de nuestra §Yunión cultural§W;;;;;;;;;x;;
unification_casus_belli_short;Libertar $STATE$ ;Libérer $STATE$ ;Befreien Sie $STATE$;;Liberar $STATE$ ;;;;;;;;;x;;
POP_PROMOTE_INFO_ON_SEL;$VAL$ have signed up to be $WHO$ in $WHERE$ recently.;Aujourd'hui, $VAL$ ont changé pour devenir $WHO$ en $WHERE$.;$VAL$ haben sich heute in $WHERE$ angemeldet, um $WHO$ zu werden.;;$VAL$ ha(n) firmado hoy para ser $WHO$ en $WHERE$.;;;;;;;;;x;;
POP_LEAVE_INFO_ON_SEL;$VAL$ have stopped being $WHO$ in $WHERE$ recently.;Aujourd'hui, $VAL$ ont cessé d'être $WHO$ en $WHERE$.;$VAL$ haben heute in $WHERE$ aufgehört, $WHO$ zu sein.;;$VAL$ ha(n) dejado hoy de ser $WHO$ en $WHERE$.;;;;;;;;;x;;
DOMINION;Domínio;Dominion;Dominion;;Dominio;;;;;;;;;x;;
SATELLITE;Satélite;Satellite;Satellitenstaat;;Satélite;;;;;;;;;x;;
DOMINION_OF_NOCOLOR;Domínio de;Dominion de;Dominion von;;Dominio de;;;;;;;;;x;;
SATELLITE_OF_NOCOLOR;Satélite de;Satellite de;Satellitenstaat von;;Satélite de;;;;;;;;;x;;
DIPLOMACY_CANNOT_SET_PRIO_MYVASSAL;Eles são um §Y$TYPE$§W nosso e eles estão sempre em nossa §YSphere of Influence§W;Ils constituent l'un de nos §Y$TYPE$§W et sont toujours dans notre §Ysphère d'influence§W;Sie sind ein §Y$TYPE$§W und gehören daher auf immer zu unserer §YEinflusssphäre§W;;Son un §Y$TYPE$§W nuestro y siempre están en nuestra §Yesfera de influencia§W;;;;;;;;;x;;
DIPLOMACY_TRUCE_WITH;Trégua com:;Trêve avec : ;Waffenruhe:;;Tregua con:;;;;;;;;;x;;
DIPLOMACY_CASUSBELLIS;Casus belli:;Casus Belli : ;Kriegsgründe:;;Casus belli:;;;;;;;;;x;;
tut_1c_9;Como já dissemos, se uma população com soldados apegados se rebelar, as brigadas se revoltarão com ela. Se uma brigada tiver um ícone de facção ao lado de seu ícone de população, isso significa que sua POP. é um membro de uma facção. Isso é muito sério. Uma maneira de verificar o status dessa população e seus problemas é clicar no ícone da POP., na visualização da unidade, para abrir a visualização da população. Por enquanto, clique em Avançar para continuar.;Comme mentionné précédemment, si un POP auquel sont liés des soldats se rebelle, les régiments se rebelleront également. Si l'icône de population d'un régiment est accompagnée d'une icône de faction rebelle, cela indique que son POP est membre d'une faction. C'est très dangereux. Pour consulter le statut de ce POP et connaître ses revendications, cliquez sur l'icône du groupe dans la vue Unité afin d'ouvrir la vue Population. Pour le moment, cliquez sur Suivant pour continuer.;Wie bereits gesagt: Sollte eine mit Soldaten verbundene Bev rebellieren, so gilt dies auch für die mit ihr verbundenen Brigaden. Wenn sich neben dem Bevölkerungssymbol einer Brigade ein Rebellenfraktionssymbol befindet, bedeutet dies, dass ihre Bev eine Rebellenfraktion angehört. Dies ist äußerst gefährlich. Den Status dieser Bev und ihre Probleme können Sie durch Anklicken des Bev-Symbols im Einheitenbildschirm überprüfen, worauf der Bevölkerungsbildschirm aufgerufen wird. Klicken Sie nun zum Fortfahren auf Weiter.;;Como ya hemos dicho, si una población con soldados adscritos se rebelara, las brigadas se rebelarán con ella. Si una brigada tiene un icono de facción junto a su icono de población, significa que su POB es miembro de una facción. Esto es muy grave. Una manera de consultar el estado de dicha población y sus asuntos es hacer clic en el icono de POB, en la vista de unidad, para abrir la vista de población. De momento, haz clic en Siguiente para continuar.;;;;;;;;;x;;
#REMOVEFROMSPHERE_DESC;Remova uma nação da esfera de influência de outra §YGreat Power§W's;Supprime une nation de la sphère d'influence d'une autre §YGrande Puissance§W.;Entfernt Nation aus der Einflusssphäre einer anderen §YGroßmacht§W.;;Saca a una nación de la esfera de influencia de otra §YGran potencia§W.;;;;;;;;;x;;
BUDGET_VIEW_CRIME_FIGHT;Efeito de combate ao crime:;Effet de lutte contre le crime :;Verbrechensbekämpfungseffekt:;;Efecto de lucha contra el crimen:;;;;;;;;;x;;
POP_CURRENT_PROD;Produção atual:;Production actuelle :;Aktuelle Produktion:;;Producción actual:;;;;;;;;;x;;
ALREADY_ASSIMILATED;Cultura Primária ou Aceita;Culture principale ou acceptée;Primärkultur oder akzeptierte Kultur;;Cultura principal o aceptada;;;;;;;;;x;;
TCP_SERVER_LOST;O contato com o servidor foi perdido enquanto o salvamento estava sendo transferido!;Connexion avec le serveur perdue lors de la sauvegarde !;Serververbindung während Übertragung von gespeichertem Spielstand unterbrochen!;;¡Se ha perdido el contacto con el servidor mientras se transfería el guardado!;;;;;;;;;x;;
tut_7b_6;"Os preços são definidos globalmente todos os dias no mercado mundial em função da oferta e da demanda. A oferta e a demanda atuais estabelecerão um preço-alvo no qual o preço real se aproximará gradualmente; você deve ficar de olho no desenvolvimento dos preços das mercadorias que são importantes para você. As armas leves estão subindo, talvez seja hora de construir uma nova fábrica. A seta ao lado do preço indica se os preços estão subindo (verde), permanecendo estáveis (amarelos) ou caindo (vermelhos). Clique em próximo para continuar";Tous les jours sur le marché mondial, les prix sont fixés de manière globale selon la loi de l'offre et de la demande. L'offre et la demande actuelles permettent de fixer un prix cible duquel le prix réel se rapprochera progressivement. Vous devez surveiller l'évolution des prix des marchandises que vous souhaitez acquérir. Le prix des armes légères grimpe ? Alors, il est peut-être temps de construire une nouvelle usine. La flèche située près du prix indique s'il monte (vert), s'il est stable (jaune) ou s'il baisse (rouge). Cliquez sur Suivant pour continuer.;Die Weltmarktpreise werden täglich basierend auf Angebot und Nachfrage ermittelt. Die aktuelle Angebot und Nachfrage-Situation stellt einen Zielpreis ein, dem sich der tatsächliche Preis allmählich annähert. Aus diesem Grund sollten Sie die Preisentwicklung von Gütern im Auge behalten, die für Sie wichtig sind. Ziehen die Preise für Handfeuerwaffen an? Ist es vielleicht an der Zeit, eine neue Fabrik zu bauen? Der Pfeil neben dem Preis zeigt an, ob er steigt (grün), gleich bleibt (gelb) oder fällt (rot). Klicken Sie zum Fortfahren auf Weiter.;;Los precios se fijan globalmente cada día en el mercado mundial en función de la oferta y la demanda. Esto fija un precio objetivo al que el precio en curso se irá acercando de forma progresiva. Debes estar atento a la evolución de los precios de las mercancías que te interesan. ¿Suben las armas ligeras? Tal vez debamos construir una nueva fábrica. La flecha indica si los precios están subiendo (verde), se mantienen estables (amarillo) o están descendiendo (rojo). Haz clic en 'Siguiente'.;;;;;;;;;x;;
tut_7b_8;A imagem mostra a entrada do mercado mundial de Clippers Convoy. Os ícones indicam se estamos atualmente comprando ou vendendo a mercadoria e se a mercadoria está sob controle da AI ou não. O governo (jogador ou AI) pode comprar e vender de duas formas, seja emitindo ordens de compra e venda ou através de transações automáticas geradas por meio de outras ações do jogo. Clique no ícone Clippers Convoy para ver uma transação automática.;L'illustration ci-dessous représente l'entrée sur le marché mondial des convois de voiliers marchands. Les icônes du bas indiquent si nous vendons ou achetons des marchandises et si le commerce est défini sur l'automatisation IA ou non. Le gouvernement (le joueur ou l'IA) peut acheter et vendre sur le marché de deux façons : en passant des commandes ou en générant des transactions automatiques via d'autres actions du jeu. Cliquez sur l'icône des convois de voiliers marchands pour assister à une transaction automatique.;Das unten stehende Bild zeigt den Weltmarkteintrag für Klipper-Konvois. Die Symbole in der untersten Leiste zeigen an, ob wir das betreffende Handelsgut derzeit verkaufen oder kaufen, und ob der Handel derzeit auf KI-Automatisierung eingestellt ist oder nicht. Die Regierung (der Spieler oder die KI) kann auf dem Markt auf zweierlei Art kaufen und verkaufen: Entweder durch Erteilung von Handelsaufträgen oder durch automatische Handelsgeschäfte, die durch andere Spielaktionen erzeugt werden. Klicken Sie nun auf das Klipper-Konvoi-Symbol, um sich ein automatisiertes Handelsgeschäft anzusehen.;;La imagen muestra la entrada del mercado mundial para convoy de clíperes. Los iconos indican si actualmente estamos comprando o vendiendo la mercancía, y si el comercio está bajo control de la IA o no. El gobierno (jugador o IA) puede comprar y vender de dos maneras, ya sea emitiendo órdenes de compra y venta o por transacciones automáticas generadas a través de otras acciones del juego. Haz clic en el icono de Convoy de clíperes para ver una transacción automática.;;;;;;;;;x;;
DIPLO_CALL_ALLIES;Chamar Aliados;Appeler les alliés;Bündnisparter zu Hilfe rufen;;Conseguir aliados;;;;;;;;;x;;
RULE_OPEN_FACTORY;Abrir/Fechar Fábrica;Ouvrir/Fermer une usine;Fabrik öffnen/schließen;;Abrir/cerrar fábrica;;;;;;;;;x;;
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;§RNOT§W temos permissão para destruir esta fábrica porque:\n;Nous ne sommes §RPAS§W autorisés à agrandir cette usine car :\n;Wir können diese Fabrik aus folgenden Gründen §RNICHT§W ausbauen:\n;;§RNO§W podemos destruir esta fábrica porque:\n;;;;;;;;;x;;
BE_ANNEXED;Anexado;Annexée;Annektiert;;Anexionada;;;;;;;;;x;;
PW_COLONY_NO_STATE;Pelo menos §Y$NUM$§W% da população deve ser formada por burocratas de uma cultura aceita, a fim de converter essa posse colonial em um estado nacional completo. Relação atual é §Y$CURR$§W%;Au moins §Y$NUM$%§W de la population d'une culture acceptée doit être composée de bureaucrates pour convertir cette possession coloniale en État national à part entière.\nLa proportion actuelle est de §Y$CURR$%§W.;Mindestens §Y$NUM$§W% der Bevölkerung müssen Bürokraten einer akzeptierten Kultur sein, damit wir diesen Kolonialbesitz zu einem vollwertigen Nationalstaat machen können. Aktuelle Rate ist §Y$CURR$§W%;;Al menos un §Y$NUM$§W% de la población debe estar formado por burócratas de una cultura aceptada para poder convertir esta posesión colonial en un estado nacional completo. La proporción actual es de un §Y$CURR$§W%;;;;;;;;;x;;
REMOVE_PW_COLONY_NO_STATE;Pelo menos §Y$NUM$§W% da população precisa ser formada por burocratas de uma cultura aceita. Relação atual é §Y$CURR$§W%;Au moins §Y$NUM$%§W de la population d'une culture acceptée doit être composée de bureaucrates. La proportion actuelle est de §Y$CURR$%§W.;Mindestens §Y$NUM$§W% der Bevölkerung müssen Bürokraten einer akzeptierten Kultur sein. Aktuelle Rate ist §Y$CURR$§W%;;Al menos un §Y$NUM$§W% de la población tienen que ser burócratas de una cultura aceptada. La proporción actual es de un §Y$CURR$§W%;;;;;;;;;x;;
BAD_SAVE;Erro: salvo com defeito.;Erreur : mauvaise sauvegarde;Fehler: Gespeicherter Spielstand schadhaft.;;Error: guardado defectuoso.;;;;;;;;;x;;
tut_4c_12b;Vamos para o exército;Passons à l'armée.;Lassen Sie uns nun mit der Armee fortfahren.;;Pasemos a Ejército;;;;;;;;;x;;
USA_reactionary;Democratas do Sul;Démocrates du sud;Südliche Demokraten;;Demócratas sureños;;;;;;;;;x;;
MILITARY_DIG_IN_CAP;Limite de entrincheiramento;Capacité à se retrancher;Eingrabungs-Limit;;Límite de atrincheramiento;;;;;;;;;x;;
MILITARY_MILITARY_TACTICS;Táticas militares;Tactiques militaires;Militärtaktik;;Tácticas militares;;;;;;;;;x;;
COUNTRYALERT_NO_CanDoDecisions;Não há decisões que necessitem nossa atenção.;Actuellement, aucune décision ne nécessite notre attention.;Derzeit gibt es keine Entscheidungen, die unserer Aufmerksamkeit bedürfen.;;No hay decisiones que reclamen nuestra atención en estos momentos.;;;;;;;;;x;;
POP_OTHER_LABEL;Outro;Autres;Andere;;Otra;;;;;;;;;x;;
annex_hawaii_title;A resolução de Newlands;Résolution Newlands;Die Newlands Resolution;;La resolución Newlands;;;;;;;;;x;;
annex_hawaii_desc;A Resolução de Newlands foi uma resolução conjunta do Congresso dos EUA, aprovada em 1898, e nomeada em homenagem ao congressista Francis G. Newlands, que anexou a República do Havaí aos Estados Unidos, criando assim o Território do Havaí.;La résolution Newlands était une résolution commune du Congrès américain passée en 1898, du nom du congressiste Francis G. Newlands, qui annexa la République de Hawaï aux États-Unis, créant ainsi le Territoire de Hawaï.;Die Newlands Resolution war ein gemeinschaftlicher Beschluss des amerikanischen Kongresses und wurde im Jahr 1898 verabschiedet. Benannt wurde er nach dem Kongressabgeordneten Francis G. Newlands, der die Republik Hawaii für die USA annektierte und dadurch den Bundesstaat Hawaii schuf.;;La resolución Newlands fue una resolución conjunta del congreso de los EE. UU. aprobada en 1898, y bautizada así por el congresista Francis G. Newlands, por la que la República de Hawai quedaba anexionada a los Estados Unidos y se creaba el territorio de Hawai.;;;;;;;;;x;;
ionian_islands_question_title;Tratado de Londres (1864);Traité de Londres (1864);Das Londoner Protokoll (1864);;Tratado de Londres (1864);;;;;;;;;x;;
ionian_islands_question_desc;As Ilhas Jônicas tinham sido um protetorado do Reino Unido desde o fim das Guerras Napoelônicas. Em 1862, o protectorado foi considerado de manutenção dispendiosa e as ilhas foram, após dois anos de negociações, cedidas à Grécia.;Les Îles Ioniennes furent placées sous protectorat britannique et ce, depuis la fin des guerres napoléoniennes. En 1862, ce protectorat fut jugé trop onéreux à conserver et les îles furent, au terme de deux ans de négociations, rattachées à la Grèce.;Die ionischen Inseln waren seit dem Ende der napoleonischen Kriege ein Protektorat Großbritanniens gewesen. Im Jahr 1862 betrachtete man die Aufrechterhaltung dieses Protektorats als zu teuer, und nach zweijährigen Verhandlungen wurden die Inseln an Griechenland abgetreten.;;Las islas Jónicas habían sido un protectorado amigo del Reino Unido desde el final de las Guerras Napoleónicas. En 1862 se decidió que el protectorado resultaba demasiado caro de mantener y las islas fueron, tras dos años de negociación, escindidas a Grecia.;;;;;;;;;x;;
WARSUBSIDIES_DESC;Offer §Y$MONEY$§W¤ each day to help this nation;Offrir §Y$MONEY$§W¤chaque jour pour aider cette nation;Bieten Sie zur Unterstützung dieser Nation täglich §Y$MONEY$§W¤ an.;;Ofrecer §Y$MONEY$§W¤ cada día para ayudar a esta nación;;;;;;;;;x;;
release_puppet;Libertar Fantoche;Libérer un État fantoche;Marionettenstaat entlassen;;Desvincular títere;;;;;;;;;x;;
release_puppet_short;$THIRD$ foi libertado;$THIRD$ est libéré;$THIRD$ wurde entlassen;;$THIRD$ ha quedado desvinculada;;;;;;;;;x;;
release_puppet_setup;Libertar $THIRD$ de $RECIPIENT$;Libérer $THIRD$ de $RECIPIENT$.;Entlassen Sie $THIRD$ aus $RECIPIENT$;;Desvincular $THIRD$ de $RECIPIENT$;;;;;;;;;x;;
release_puppet_desc;Libertar um §Ycountry§W de sua nação soberana;Libérer un §Ypays§W de sa nation souveraine;Entlassen Sie ein §YLand§W von seinem Herrenland.;;Desvincula a un §Ypaís§W de su nación soberana;;;;;;;;;x;;
IS_NOT_OUR_VASSAL;NÃO é nosso fantoche; n'est PAS notre État fantoche;ist NICHT unser Marionettenstaat;; NO es títere nuestro;;;;;;;;;x;;
IS_OUR_VASSAL;é o nosso fantoche; est notre État fantoche;ist unser Marionettenstaat;; es nuestro títere;;;;;;;;;x;;
COUNTRYALERT_HaveOrganizingRebels;Facções rebeldes estão se organizando em nosso país!;Les factions rebelles s'organisent dans notre pays !;In unserem Land organisieren sich Rebellenfraktionen!;;¡Se están organizando facciones rebeldes en nuestro país!;;;;;;;;;x;;
TOTAL_REBEL_POP;Membros da facção rebelde;Membres de la faction rebelle;Rebellenfraktionsmitglieder;;Miembros de facción rebelde;;;;;;;;;x;;
PROV2918;Baía do Benim;Golfe du Bénin;Bucht von Benin;;Ensenada de Benín;;;;;;;;;x;;
PROV2921;Costa da Guiné;Côte de Guinée;Küste von Guinea;;Costa de Guinea;;;;;;;;;x;;
PROV2922;Costa da Senegâmbia;Côte de Sénégambie;Küste von Senegambia;;Costa de Senegambia;;;;;;;;;x;;
NUMBER_OF_EMIREES;§Y$NUM$§W deixaram o nosso país este mês para emigrar para os outros;§Y$NUM$§W personnes ont quitté notre nation à destination d'autres pays ce mois-ci.;§Y$NUM$§W haben unsere Nation diesen Monat in andere Länder verlassen.;;§Y$NUM$§W personas han abandonado este mes nuestro país para emigrar a otros;;;;;;;;;x;;
NUMBER_OF_IMMIGREES;§Y$NUM$§W chegaram a nossa nação de outros países este mês;§Y$NUM$§W personnes ont rejoint notre nation en provenance d'autres pays ce mois-ci.;§Y$NUM$§W sind diesen Monat aus anderen Ländern in unserer Nation angekommen.;;§Y$NUM$§W personas han llegado este mes a nuestro país desde otros;;;;;;;;;x;;
alaskan_purchase_title;O frigorífico Seward;Seward's Icebox;Sewards Kühlschrank;;La nevera de Seward;;;;;;;;;x;;
alaskan_purchase_desc;"Após os eventos da Guerra da Criméia, a Rússia começou a suspeitar que não poderia proteger seus bens na América do Norte no caso de outra guerra com os britânicos, então começou a considerar a venda do que se tornaria o Alaska em 1867. Os EUA compraram o território ao preço de 2,3 centavos de dólar por acre. A aquisição do Alasca foi ridicularizada pela imprensa norte-americana na época, que a apelidou de ""geladeira do Seward"", já que a iniciativa de compra havia saído do secretário de Estado William H. Seward.";"Après les événements de la guerre de Crimée, la Russie comprit qu'il ne lui serait plus possible de protéger ses possessions nord-américaines si une autre guerre venait à éclater avec le Royaume-Uni et commença à vendre ce qui allait devenir l'État américain d'Alaska. En 1867, les États-Unis acquirent ce territoire au prix de 2,3 cents l'acre. L'achat de l'Alaska fut largement tourné en dérision par la presse américaine de l'époque qui le surnomma ""Seward's Icebox"" du nom du secrétaire d'État William H.Seward à l'origine de cette initiative.";Nach den Ereignissen des Krimkriegs kam Russland allmählich zu der Erkenntnis, dass es seine nordamerikanischen Besitztümer in einem weiteren Krieg mit Großbritannien nicht würde behaupten können, und spielte deshalb mit dem Gedanken, das Gebiet zu verkaufen, das später zum US-Bundesstaat Alaska werden sollte. Die USA kaufen das Gebiet im Jahr 1867 zum Quadratmeterpreis von nur 0,0004 Cent. Der Kauf Alaskas wurde in der amerikanischen Presse damals als 'Sewards Kühlschrank' verspottet, da das Gebiet aufgrund der Initiative des damaligen Außenministers William H. Seward gekauft worden war.;;Tras los sucesos de la Guerra de Crimea, Rusia había empezado a sospechar que no podría proteger sus posesiones en Norteamérica en caso de que se produjera otra guerra con los británicos, por lo que empezó a considerar la venta de lo que habría de convertirse en el estado de Alaska de los EE. UU. En 1867, los EE. UU. compraron el territorio al precio de 2,3 centavos por acre. La adquisición de Alaska fue ridiculizada por la prensa americana del momento, quien la bautizó como la 'nevera de Seward', pues la iniciativa de compra había partido del secretario de estado William H. Seward.;;;;;;;;;x;;
EVTNAME32509;A compra do Alasca?;L'achat de l'Alaska ?;Der Alaska-Kauf?;;¿La adquisición de Alaska?;;;;;;;;;x;;
EVTDESC32509;As pontuações feitas por Eduard Andreevich Stoeckl, encarregado de negócios em nossa embaixada em Washington, renderam frutos, com os Estados Unidos se oferecendo para iniciar negociações sobre a proposta de venda de nossos territórios na América do Norte. Os americanos nos oferecem um preço de 2,3 centavos por acre pelos territórios do Alasca, e esse preço parece bastante razoável. Em caso de guerra com o Reino Unido, poderia ser difícil defender as colônias, então livrar-se delas vendendo-as agora pode não ser uma idéia tão ruim. O que você acha, $MONARCHTITLE$?;Les sondages réalisés par Eduard Andreevich Stoeckl, chargé d'affaires à notre ambassade de Washington, ont porté leurs fruits puisque les États-Unis ont, ce jour, accepté de mener des négociations portant sur la vente de nos territoires en Amérique du Nord. Les Américains nous offrent 2,3 cents l'acre pour les territoires de l'Alaska, ce qui semble relativement raisonnable. Les colonies seraient bien difficiles à défendre en cas de guerre avec le Royaume-Uni et les vendre maintenant ne serait pas une mauvaise idée. Qu'en dites-vous, $MONARCHTITLE$ ?;Nachdem der Leiter unserer Botschaft in Washington, Eduard Andreevich Stoeckl, bezüglich des Interesses der USA am Kauf unseres Gebiets in Nordamerika vorgefühlt hatte, begannen heute die offiziellen Verhandlungen. Die Amerikaner bieten uns einen Quadratmeterpreis von 0,0004 Cent für das Gebiet von Alaska an, und dieser Preis scheint relativ fair zu sein. Im Falle eines Krieges mit Großbritannien könnte die Verteidigung der Kolonien schwierig werden, deshalb ist es wohl keine schlechte Idee, sie jetzt noch gewinnbringend zu verkaufen. Was sagen Sie dazu, $MONARCHTITLE$?;;Los tanteos realizados por Eduard Andreevich Stoeckl, encargado de negocios en nuestra embajada en Washington, han dado fruto, ya que los Estados Unidos han ofrecido hoy iniciar negociaciones sobre la propuesta de venta de nuestros territorios en el norte de América. Los americanos nos ofrecen un precio de 2,3 centavos por acre por los territorios de Alaska, y ese precio parece bastante razonable. En caso de guerra con el Reino Unido, podría ser difícil defender las colonias, por lo que deshacernos de ellas vendiéndolas ahora podría no ser tan mala idea. ¿Qué os parece, $MONARCHTITLE$?;;;;;;;;;x;;
EVTOPTA32509;Nós temos mais clima ruim do que precisamos de qualquer maneira;Un rude climat, on en a bien assez;Uns weht eh ein strengerer Wind ins Gesicht, als uns lieb ist.;;En cualquier caso, ya tenemos más mal tiempo del que necesitamos;;;;;;;;;x;;
EVTOPTB32509;Não, eu não penso assim. Talvez possamos construir uma ponte lá algum dia?;Non, je ne pense pas. On pourrait peut-être y construire un pont, un jour ?;Nein, das machen wir nicht! Vielleicht könnten wir eines Tages eine Brücke dorthin bauen?;;No, creo que no. En su momento, podríamos construir allí un puente, ¿no?;;;;;;;;;x;;
EVTNAME32510;Rússia aceita!;La Russie accepte !;Russland akzeptiert!;;¡Rusia acepta!;;;;;;;;;x;;
EVTDESC32510;$MONARCHTITLE$, a Rússia concordou em vender o Alasca para nós!;$MONARCHTITLE$, la Russie accepte de nous vendre l'Alaska !;$MONARCHTITLE$, Russland hat eingewilligt, uns Alaska zu verkaufen!;;¡$MONARCHTITLE$, Rusia ha aceptado vendernos Alaska!;;;;;;;;;x;;
EVTOPTA32510;Excelente!;Formidable !;Hervorragend!;;¡Excelente!;;;;;;;;;x;;
EVTNAME32511;Rússia recusa!;La Russie refuse !;Russland lehnt ab!;;¡Rusia rehúsa!;;;;;;;;;x;;
EVTDESC32511;$MONARCHTITLE$, as negociações com a Rússia sobre a venda do território do Alasca foram encalhadas, e a Rússia se recusou a nos vender o território.;$MONARCHTITLE$, les négociations menées avec la Russie sur la vente du territoire de l'Alaska ont échoué et la Russie a refusé notre offre d'achat.;$MONARCHTITLE$, die Verhandlungen mit Russland über den Verkauf von Alaska sind gescheitert. Russland weigert sich, uns das Gebiet zu verkaufen.;;$MONARCHTITLE$, las negociaciones con Rusia sobre la venta del territorio de Alaska han fracasado, y Rusia ha rehusado vendernos el territorio.;;;;;;;;;x;;
EVTOPTA32511;Droga!;Damnation !;Verdammt!;;¡Maldición!;;;;;;;;;x;;
IS_DISARMED;está desarmado;est désarmé(e);ist entwaffnet;;está desarmada;;;;;;;;;x;;
IS_NOT_DISARMED;não está desarmado;n'est pas désarmé(e);ist nicht entwaffnet;;no está desarmada;;;;;;;;;x;;
TRUCE_LASTS_UNTIL;A trégua dura até §Y$DATE$§W;La trêve durera jusqu'au §Y$DATE$§W.;Waffenruhe dauert bis zum §Y$DATE$§W;;La tregua dura hasta §Y$DATE$§W;;;;;;;;;x;;
LOBBY_HOST_ONLY;Apenas o host pode iniciar o jogo;Seul l'hôte peut lancer la partie.;Das Spiel kann nur vom Host begonnen werden;;Solo puede iniciar la partida el anfitrión;;;;;;;;;x;;
LOBBY_WAITING;Você deve esperar por todos os jogadores para começar, ou expulsar os que estão faltando.;Vous devez attendre tous les joueurs pour commencer ou expulser ceux qui manquent.;Sie müssen zum Starten auf alle Spieler warten oder jene ausschließen, die noch fehlen.;;Debes esperar a todos los jugadores para iniciar la partida, o expulsar a los que faltan.;;;;;;;;;x;;
NO_UNIT_TECH;Nós devemos descobrir §Y$TECH$§W para construir §Y$UNIT$§W;Nous devons découvrir §Y$TECH$§W pour construire/former §Y$UNIT$§W.;Zum Bau von §Y$UNIT$§W müssen wir §Y$TECH$§W erforschen.;;Tenemos que descubrir §Y$TECH$§W para construir §Y$UNIT$§W;;;;;;;;;x;;
