EVTOPTA1214;Bom;Bien;Gut;;Buenos;;;;;;;;;x;;;;
EVTNAME1215;Sistema de Despojos - Problema solucionado;Système des dépouilles - Problème réglé;Verdorbenes System - kein Problem mehr;;La prevaricación ya no es un problema.;;;;;;;;;x;;;;
EVTDESC1215;Ao investir mais dinheiro na luta contra o crime, conseguimos aumentar o número de instituições de controle e, com isso, tornou-se mais difícil para os políticos usarem seu poder e influência para sua riqueza pessoal e glória. A militância entre as pessoas no(a) $PROVINCENAME$ não deve mais aumentar tão drasticamente.;En investissant plus d'argent dans la lutte contre la criminalité, nous avons été en mesure d'augmenter le nombre des institutions de contrôle, et donc nous avons rendu plus difficile pour les politiciens d'utiliser leur pouvoir et d'influencer par leur richesse personnelle et leur gloire. Le militantisme chez les personnes en $PROVINCENAME$ ne devrait plus augmenter de façon spectaculaire.;Mehr Ausgaben für die Verbrechensbekämpfung führten zu einer Steigerung der Anzahl von Kontrollinstitutionen, was es wiederum Politikern schwerer machte, ihre Macht und ihren Einfluss für persönlichen Reichtum und Ruhm auszunutzen. Die Militanz der Menschen in $PROVINCENAME$ sollte jetzt nicht mehr so dramatisch ansteigen;;Al invertir más dinero en la lucha contra el crimen hemos logrado aumentar el número de instituciones de control y hacer que sea más difícil para los políticos es uso de su poder e influencia en pos de su fortuna y gloria personales. La militancia entre el pueblo de $PROVINCENAME$ ya no debería volver a aumentar de forma dramática.;;;;;;;;;x;;;;
EVTOPTA1215;Bom;Bien;Gut;;Buenos;;;;;;;;;x;;;;
EVTNAME1216;Células Terroristas - Problema solucionado;Cellules terroristes - Problème réglé;Terroristenzellen - kein Problem mehr;;Las células terroristas ya no son una preocupación.;;;;;;;;;x;;;;
EVTDESC1216;Com um aumento no número de pessoal de segurança no(a) $PROVINCENAME$, os terroristas não encontrarão tantas oportunidades para atacar e também terão mais dificuldade em se esconder.;Grâce à l'augmentation du personnel de sécurité de $PROVINCENAME$, les terroristes auront moins d'occasions de frapper et plus de mal à se cacher.;Mit der größeren Zahl an Sicherheitspersonal in $PROVINCENAME$ haben es Terroristen nun schwerer, Gelegenheiten zum Verstecken und Zuschlagen zu finden.;;Con un incremento del personal de seguridad en $PROVINCENAME$, los terroristas ya no tendrán tantas oportunidades para atacar y será más difícil que encuentren dónde ocultarse.;;;;;;;;;x;;;;
EVTOPTA1216;Bom;Bien;Gut;;Buenos;;;;;;;;;x;;;;
EVTNAME1217;Cartéis - Problema solucionado;Cartels (Trusts) - Problème réglé;Trusts - kein Problem mehr;;Los fideicomisos ya no son una preocupación.;;;;;;;;;x;;;;
EVTDESC1217;Ao aumentar a quantidade de investimentos do governo no combate ao crime, conseguimos distribuir a riqueza no(a) $PROVINCENAME$ de maneira mais uniforme. A diferença entre ricos e pobres não é mais tão dramática quanto há algum tempo.;En investissant davantage dans la lutte contre le crime, nous avons réussi à distribuer les richesses plus équitablement en $PROVINCENAME$. Le fossé entre les riches et les pauvres est moins important qu'il ne l'était.;Mehr Ausgaben in die Verbrechensbekämpfung haben zu einer gerechteren Verteilung des Reichtums in $PROVINCENAME$ geführt. Die Kluft zwischen Arm und Reich ist nicht mehr so breit wie noch vor kurzer Zeit.;;Al aumentar la inversión gubernamental en la lucha contra el crimen, hemos logrado que la riqueza se distribuya de forma más equitativa en $PROVINCENAME$. La diferencia entre ricos y pobres ya no es tan dramática como era hace tiempo.;;;;;;;;;x;;;;
EVTOPTA1217;Bom;Bien;Gut;;Buenos;;;;;;;;;x;;;;
REMOVE_EVTNAME2000;Comunidade Institucional;Communauté institutionnelle;Institutionale Gemeinde;;Comunidad institucional;;;;;;;;;x;;;;
REMOVE_EVTDESC2000;Os imigrantes chegaram ao seu novo país e começaram a procurar um lugar para chamar de seu. Juntos, eles tentaram criar uma comunidade institucional, mas precisavam de permissão para isso. Como poucos dos imigrantes recém-chegados conheciam a língua do novo país, eles contrataram um intérprete que os ajudou a formular um documento, um pedido humilde para a construção de sua comunidade.;Les immigrants sont arrivés dans leur nouveau pays et ont commencé à chercher un endroit bien à eux. Ensemble, ils ont essayé de créer une communauté institutionnelle, mais ils devaient obtenir la permission de le faire. Depuis quelques temps, les immigrants nouvellement arrivés apprennent la langue du nouveau pays, et ils ont engagé un traducteur qui a aidé à formuler un document, un humble appel à la construction de leur communauté.;Die Einwanderer trafen in ihrem neuen Land ein und begannen sogleich, nach einem Heim zu suchen. Zusammen versuchten sie, eine institutionale Gemeinde zu schaffen, brauchten dazu aber Erlaubnis. Da nur wenige der neuen Einwanderer die Sprache der neuen Heimat beherrschten, stellten sie einen Übersetzer ein, der ihnen bei der Formulierung eines Dokuments half, einer bescheidenen Bitte um den Bau ihrer Gemeinde.;;Los inmigrantes llegaron a su nuevo país y empezaron a buscar un sitio a que pudieran considerar suyo. Juntos, intentaron crear una comunidad institucional, pero necesitaban permiso para ello. Ya que no hay muchos de los recién llegados que conozcan el lenguaje del nuevo país, contrataron a un intérprete que los ayudó a formular un documento que sirviese de humilde solicitud para la construcción de su comunidad.;;;;;;;;;x;;;;
REMOVE_EVTOPTB2000;Muita dificuldade. Não para a comunidade institucional.;Trop d'ennuis. Pas de communauté.;Lasst sie ihre Gemeinde bauen.;;Demasiadas molestias. No a la comunidad institucional.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2000;Deixe-os construir sua comunidade.;Laissons-les bâtir leur communauté.;Zu viele Umstände. Keine Gemeinde.;;Que construyan su comunidad.;;;;;;;;;x;;;;
EVTNAME2010;Emprego para Imigrantes;Du travail pour les immigrés;Arbeit für Einwanderer;;Empleo para inmigrantes;;;;;;;;;x;;;;
EVTDESC2010;Já faz vinte dias. Vinte dias sem trabalho, sem dinheiro, sem qualquer chance de alimentar ou vestir minha família. Vinte dias... Vinte dias é uma eternidade quando você tem que vasculhar o lixo para encontrar algo para comer. Não quero implorar, não quero roubar, mas vinte dias sem trabalhar...'\n\nPoucos imigrantes, que deixaram seu país para viver e trabalhar em seu país, conseguem encontrar trabalho.;Vingt jours sans travail, sans argent, sans aucune chance de se nourrir ou de vêtir ma famille. Vingt jours... Vingt jours sont une éternité quand vous avez à fouiller dans les poubelles pour trouver quelque chose à manger. Je ne veux pas prier, je ne veux pas voler, mais vingt jours de travail...\n\n Peu d'immigrants, qui ont quitté leur pays pour vivre et travailler dans votre pays, sont en mesure de trouver du travail.;Es sind schon 20 Tage vergangen. 20 Tage ohne Arbeit, ohne Geld, ohne eine Möglichkeit, meine Familie zu ernähren oder zu kleiden. 20 Tage ... 20 Tage sind eine Ewigkeit, wenn man die Mülltonnen nach Essbarem durchsuchen muss. Ich will nicht betteln oder stehlen, aber 20 Tage ohne Arbeit ...'\n\nWenige Einwanderer, die ihr Land verließen, um in Ihrem Land zu leben und zu arbeiten, finden tatsächlich Arbeit.';;Han pasado veinte días. Veinte días sin trabajo, sin dinero, sin posibilidad alguna de alimentar o vestir a mi familia. Veinte días... Veinte días es una eternidad cuando tienes que buscar en la basura para encontrar algo para comer. No quiero mendigar, no quiero robar, pero veinte días sin trabajar...\n\nPocos de los inmigrantes que dejaron su país para vivir y trabajar en el tuyo han podido encontrar trabajo.;;;;;;;;;x;;;;
EVTOPTA2010;Ignore-os.;Les ignorer.;Ignoriert sie.;;Ignoradlos.;;;;;;;;;x;;;;
EVTOPTB2010;Incentivar as empresas locais a empregar;Leur donner du travail.;Gebt ihnen Arbeit.;;Animad a los negocios para que les den empleo.;;;;;;;;;x;;;;
REMOVE_EVTNAME2020;Casamento Interracial;Mariage mixte;Mischehen;;Matrimonio interracial;;;;;;;;;x;;;;
REMOVE_EVTDESC2020;Seus olhos brilhavam enquanto seu marido dançava a primeira dança com ela. Ignorando os murmúrios e sussurros, os escárnios e risos, ela sorriu para o marido, com a pele escura e os dentes brancos. A sociedade ficou chocada com o casamento entre um homem de pele escura e uma senhora branca de classe alta, mas o jovem casal não se importava.;Ses yeux brillaient quand son mari a dansé la première danse avec elle. Ignorant les chuchotements et les murmures, les ricanements et les regards, elle sourit à son mari, avec sa peau sombre et ses dents blanches. La société a été consternée par le mariage entre un homme à la peau foncée et une dame blanche de la classe supérieure, mais le jeune couple ne se souciait pas.;Ihr Augen glänzten, als ihr Gatte den ersten Tanz mit ihr tanzte. Sie ignorierte das Gemurmel, das Flüstern, die Blicke und die Grimassen, und lächelte ihren Gatten mit seiner dunklen Haut und seinen weißen Zähnen an. Die Gesellschaft war schockiert ob der Ehezwischen zwischen einem dunkelhäutigen Mann und einer Dame der Oberklasse, aber das junge Paar kümmerte sich nicht darum.';;Sus ojos brillaban mientras bailaba por primera vez con su marido. Ignorando los murmullos y los susurros, las muecas de desprecio y las miradas maliciosas, sonrió a su marido, con su piel oscura y sus blancos dientes. La sociedad estaba aturdida por el matrimonio entre un hombre de piel oscura y una mujer blanca de clase alta, pero a la joven pareja no le importaba.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2020;Desejo-lhes boa sorte.;Je leur souhaite bonne chance.;Ich wünsche ihnen alles Gute.;;Les deseo buena suerte.;;;;;;;;;x;;;;
REMOVE_EVTOPTB2020;Estou chocado! ;Cela me choque !;Ich bin schockiert!;;¡Qué escándalo!;;;;;;;;;x;;;;
EVTNAME2030;Mudança de Nome;Changement de nom;Namensänderung;;Cambiar tu nombre;;;;;;;;;x;;;;
EVTDESC2030;Anja Yesi-whatnow?'\n'Aniya Yezierska. Meu nome é impronunciável?'\n'Mais ou menos. Você gostaria de mudar isso? Pode ser difícil para você conseguir um emprego.'\n\nNomes impronunciáveis e grafias estranhas podem causar problemas para os imigrantes em busca de emprego.;"Anja Yesi-whatnow ? \n Aniya Yezierska. Mon nom est imprononçable ? \n ""En quelques sortes"". Souhaitez-vous le changer ? Il pourrait être difficile pour vous de trouver un emploi ailleurs.\n\n Les noms étranges, imprononçables et avec une drôle d'orthographe pourraient causer des ennuis à la recherche d'emploi des immigrants.";Anja Yesi-was?'\n'Aniya Yezierska. Ist mein Name unaussprechbar?'\n'Irgendwie schon. Möchten Sie ihn ändern? Es kann sonst schwierig für Sie sein, Arbeit zu finden.'\n\nUnaussprechliche Namen und merkwürdige Buchstabierungen können für arbeitsuchende Einwanderer Ärger bedeuten;;¿Anja Yesi-qué?\n'Aniya Yezierska. ¿Es que mi nombre es impronunciable?'\n'Bastante. ¿Querrías cambiarlo? De otro modo, te costará encontrar trabajo.'\n\nLos nombres impronunciables y difíciles de deletrear pueden causar problemas a los inmigrantes en busca de trabajo.;;;;;;;;;x;;;;
EVTOPTA2030;Mude para Anja Jessek ';Remplacer par Anja Jessek; Ändern zu Anja Jessek';;Cambiadlo a Anja Jessek;;;;;;;;;x;;;;
EVTOPTB2030;Eu vou manter Aniya Yezierska';Je vais conserver Aniya Yezierska;Ich behalte Aniya Yezierska';;Mantendré Aniya Yezierska.;;;;;;;;;x;;;;
EVTNAME2040;Casa Própria;Être propriétaire d'un logement;Hausbesitz;;Poseer una casa;;;;;;;;;x;;;;
EVTDESC2040;O número de imigrantes que chegaram ao país criou uma forte demanda por moradia. A construção de novas moradias deve ser acelerada porque os relatórios mostram que muitos imigrantes compartilham uma residência com um máximo de dez ou vinte pessoas. Este é um pequeno desastre, pois poderia criar epidemias, revoltas e outras perturbações.;Le nombre d'immigrants qui sont arrivés dans le pays a créé une forte demande pour le logement. La construction de nouveaux logements doit être accélérée car les rapports montrent que de nombreux immigrants partagent un logement avec un maximum de dix ou vingt personnes. Il s'agit d'un désastre mineur, car cela pourrait créer des épidémies, des révoltes et d'autres perturbations.;Die vielen ins Land strömenden Einwanderer haben einen Bauboom ausgelöst. Der Bau neuer Häuser muss beschleunigt werden, da Berichten zufolge viele Einwanderer sich zu zehnt oder zwanzigst ein Haus teilen. Dies ist eine kleine Katastrophe, da diese Umstände zu Epidemien, Revolten und anderen Unannehmlichkeiten führen könnten.;;Los muchos inmigrantes que han llegado al país han generado una demanda de alojamiento. La construcción de nuevas casas tiene que acelerarse. Los informes muestran que muchos inmigrantes comparten casa con grupos de entre diez y veinte personas. Se trata de un pequeño desastre que puede generar epidemias, revueltas y otras molestias.;;;;;;;;;x;;;;
EVTOPTA2040;Vamos acelerar isso.;Accélérons les choses.;Beschleunigen wir es.;;Vamos a acelerar esto.;;;;;;;;;x;;;;
EVTOPTB2040;Não precisa se apressar.;Inutile de se dépêcher.;Kein Grund zur Eile.;;No hay que darse prisa.;;;;;;;;;x;;;;
REMOVE_EVTNAME2050;Naturalização;Naturalisation;Einbürgerung;;Naturalización;;;;;;;;;x;;;;
REMOVE_EVTDESC2050;Os primeiros imigrantes do país chegaram há cinco anos. No final deste período de cinco anos, os imigrantes podem querer tornar-se membros plenos do país, tornarem-se verdadeiros cidadãos e deixarem de ser tratados como estrangeiros.;Les premiers immigrés du pays sont arrivés il y a cinq ans. Au bout de cette période de cinq ans, les immigrés peuvent souhaiter être membres à part entière du pays, devenir de vrais citoyens et ne plus être traités d'étrangers.;Vor fünf Jahren kamen die ersten Einwanderer in dieses Land. Nach diesen fünf Jahren können Einwanderer die Einbürgerung ins Land beantragen, echte Staatsangehörige werden und brauchen nicht mehr Fremde genannt werden.;;Hace cinco años que llegaron los primeros inmigrantes a este país. Tras estos cinco años, los inmigrantes pueden solicitar la ciudadanía del país, para ser miembros de pleno derecho y no tener que ser considerados extranjeros nunca más.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2050;Dê-lhes cidadania.;Leur accorder la citoyenneté.;Gebt ihnen Staatsbürgerschaft.;;Dadles la ciudadanía.;;;;;;;;;x;;;;
REMOVE_EVTOPTB2050;Apenas mais alguns anos...;Encore quelques années...;Nur noch ein paar Jahre mehr ...;;Solo unos años más.;;;;;;;;;x;;;;
REMOVE_EVTNAME2060;Naturalização Avançada;Naturalisation avancée;Schnellere Einbürgerung;;Naturalización avanzada;;;;;;;;;x;;;;
REMOVE_EVTDESC2060;Depois de cinco anos vivendo no(a) $COUNTRY$, você fala a língua nativa quase perfeitamente e se casou com uma mulher nativa maravilhosa... Você atende aos requisitos de cidadania. Parabéns! Agora você só tem que assinar aqui...'\nRegras exigentes e duras para a plena cidadania não parecem impedir os imigrantes.;Cinq ans de vie dans le pays, passer le test ‘Vivre en $COUNTRY$’, parler la langue couramment, et être marié à une autochtone... Vous venez d’acquérir notre nationalité. Félicitations ! A présent veuillez signer à cet endroit, puis encore ici...\n Des règles tatillonnes et sévères pour obtenir une pleine citoyenneté ne semblent pas arrêter les étrangers.;Nach fünf Jahren im Land besteht er den Test Leben in $COUNTRY$, spricht die Sprache nahezu perfekt und ist mit einer sehr netten Eingeborenen verheiratet ... Sie sind für die Staatsbürgerschaft qualifiziert. Glückwünsche! Nun müssen Sie nur noch hier und hier unterschreiben...'\nImmer spezieller werdende Regeln für die Einbürgerung Fremder scheinen sie nicht zu stoppen.;;Tras cinco años viviendo en $COUNTRY$, hablas el idioma nativa casi a la perfección y te has casado con una mujer nativa maravillosa... Cumples los requisitos para la ciudadanía. ¡Felicidades! Ahora solo has de firmar aquí...\nEl hecho de que las reglas para obtener la ciudadanía sean más específicas, no parece detener a los inmigrantes.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2060;Bom.;Bien.;Gut.;;Bien.;;;;;;;;;x;;;;
REMOVE_EVTOPTB2060;Irritante.;Agaçant.;Irritierend.;;Irritante.;;;;;;;;;x;;;;
REMOVE_EVTNAME2070;Naturalizações Massivas;Naturalisations massives;Massive Einbürgerungen;;Naturalizaciones masivas;;;;;;;;;x;;;;
REMOVE_EVTDESC2070;Os imigrantes que chegam no(a) $PROVINCENAME$ fugiram de um tirano e precisam ser assimilados ao país o mais rápido possível. Uma enorme proposta de naturalização foi aprovada e o país recebe os imigrantes de braços abertos.;Des immigrants qui arrivent en $PROVINCENAME$ ont fui un tyran et ont besoin d'être assimilés au pays le plus rapidement possible. Une proposition de naturalisation massive a été approuvée et le pays accueille les immigrants les bras ouverts.;Einwanderer in $PROVINCENAME$ sind vor einem Tyrannen geflohen und müssen schnellstmöglich ins Land assimiliert werden. Ein Vorschlag auf umfassende Einbürgerung wurde genehmigt, und das Land heißt Einwanderer mit offenen Armen willkommen.;;Los inmigrantes llegados a $PROVINCENAME$ han huido de una tiranía y necesitan ser asimilados en el país lo antes posible. Se ha aprobado una propuesta de naturalización general y el país recibe a los inmigrantes con los brazos abiertos.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2070;Ok;D'accord.;Okay.;;Muy bien.;;;;;;;;;x;;;;
REMOVE_EVTNAME2080;Desnaturalização;Dénaturalisation;Ausbürgerung;;Desnaturalización;;;;;;;;;x;;;;
REMOVE_EVTDESC2080;Você foi considerado indigno de cidadania neste país. Você tem trinta dias para deixar o(a) $COUNTRY$, caso contrário corre o risco de ser preso por até quatro anos.'\n\nO juiz foi inflexível, mas justo. O crime desse homem não era grave o suficiente para levá-lo diretamente à prisão, mas, no entanto, importante o suficiente para que ele fosse expulso e retirasse sua nacionalidade.;Vous avez été jugé indigne de conserver la nationalité de notre pays ! Vous avez donc trente jours pour quitter $COUNTRY$, dans le cas contraire vous risquez jusqu’à quatre ans d’emprisonnement.\n\n Le juge fut inflexible mais juste. Le crime de cet homme n'était pas assez grave pour le conduire directement en prison, mais néanmoins suffisamment important pour le faire expulser et lui retirer la nationalité.;Man hat Sie als der Staatsbürgerschaft in diesem Lande unwürdig befunden. Sie haben 30 Tage, $COUNTRY$ zu verlassen, ansonsten drohen Ihnen bis zu vier Jahre Gefängnis.'\n\nDer Richter war hart, aber gerecht. Das Verbrechen des Mannes gegen den Staat war nicht schwer genug, um ihn ins Gefängnis zu werfen, aber reichte aus, um ihm seine Staatsbürgerschaft abzunehmen und ihn auszuweisen.;;Has resultado ser indigno de la ciudadanía de este país. Tienes treinta días para abandonar $COUNTRY$. De otro modo, te expones a una pena de prisión de hasta cuatro años.\n\nEl juez fue duro pero justo. El crimen contra el estado no fue lo suficientemente grave como para hacer que ingresase en prisión, pero si lo bastante como para privarlo de su ciudadanía y deportarlo.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2080;Ok;D'accord;Okay.;;Muy bien.;;;;;;;;;x;;;;
REMOVE_EVTNAME2090;Segregação;Ségrégation;Segregation;;Segregación;;;;;;;;;x;;;;
REMOVE_EVTDESC2090;Escolas separadas, lojas separadas, até banheiros separados. A segregação entre imigrantes e cidadãos subiu para um novo nível, causando irritação e descontentamento.;Écoles, magasins et même toilettes séparés. En franchissant l'étape supérieure, la ségrégation entre immigrés et citoyens entraîne irritation et mécontentement.;Getrennte Schulen, getrennte Läden, selbst getrennte Toiletten. Die Segregation zwischen Emigranten und Bürgern hat eine neue Stufe erreicht und zu Unmut und Unzufriedenheit geführt.;;Escuelas segregadas, tiendas segregadas e incluso lavabos segregados. La segregación entre inmigrantes y ciudadanos ha alcanzado un nuevo nivel, causando irritación y descontento.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2090;Bom.;Bien.;Gut;;Bien.;;;;;;;;;x;;;;
REMOVE_EVTOPTB2090;Isso é triste.;C'est triste.;Das ist traurig.;;Qué triste.;;;;;;;;;x;;;;
REMOVE_EVTNAME2100;Gueto;Ghetto;Ghetto;;Gueto;;;;;;;;;x;;;;
REMOVE_EVTDESC2100;À medida que mais e mais imigrantes chegam, a moradia se torna ainda pior. Os chamados guetos, áreas especiais nas cidades onde as minorias se reúnem, estão surgindo lentamente. Em geral, são áreas pobres, com ruas estreitas e casas altas e cheias até a borda de imigrantes ou minorias de vários tipos.;La crise du logement pour les immigrants s’aggrave. Des ghettos, zones circonscrites dans les villes où les minorités se massent, émergent progressivement. Ce sont souvent des lieux très pauvres avec des rues étroites et de grands immeubles serrées remplies d'immigrés et de minorités diverses.;Mit steigender Einwandererzahl wird die Wohnungssituation immer schlimmer. Es bilden sich langsam sogenannte Ghettos, besondere Gebiete, wo sich Minderheiten ansammeln. Dies sind oft arme Gebiete mit engen Straßen und hohen Häusern, die mit Einwanderern oder Minderheiten der verschiedensten Art vollgedrängt sind.;;A medida que van llegando más inmigrantes, el problema del alojamiento es cada vez peor. Están empezando a surgir los denominados guetos, zonas especiales donde se reúnen las minorías. Suelen ser áreas pobres con calles estrechas y casas altas atestadas de inmigrantes y minorías de diversos tipos.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2100;Ótimo ...;Oh, parfait...;Na super ...;;Oh, estupendo...;;;;;;;;;x;;;;
REMOVE_EVTNAME2110;Diáspora;Diaspora;Diaspora;;Diáspora;;;;;;;;;x;;;;
REMOVE_EVTDESC2110;Uma última olhada em sua antiga casa, uma lágrima final em sua bochecha. Com um encolher de ombros, o homem tentou ignorar o fato de que ele deixaria sua cidade natal, talvez para sempre. O navio, cheio de vizinhos e parentes, não podia esperar muito mais por ele. Ele pegou sua bagagem e subiu a bordo e esperava que ele deixasse a fome para trás, ansioso por um futuro melhor no novo mundo. Ao chegar ao novo país, o homem e seus companheiros de viagem queriam criar uma diáspora, que conteria toda a esperança de poder voltar à pátria um dia.;Un dernier regard à sa vieille maison, une dernière larme coule sur sa joue. L'homme a essayé d'occulter le fait qu'il devrait quitter sa ville natale, peut-être pour toujours. Mais le navire, rempli de voisins et de parents, ne peut pas attendre beaucoup plus longtemps. Il a donc pris son baluchon et s'est hissé à bord. Il espère qu'il laissera la faim derrière lui, et qu’il aura un avenir plus prometteur sur cette terre nouvelle. Dès l'arrivée dans leur nouveau pays, cet homme et ses compagnons d’infortune ont voulu créer une diaspora, symbole de leur espoir de pouvoir retourner un jour dans leur pays d’origine.;Ein letzter Blick auf ihr altes Haus, eine letzte Träne auf seiner Wange. Mit einem Schulterzucken versuchte der Mann, die Tatsache zu ignorieren, dass er seine Heimatstadt verlassen würde - vielleicht für immer. Das Schiff voller Nachbarn und Verwandten konnte nicht länger auf ihn warten. Er nahm sein Gepäck auf, kletterte an Bord, und hoffte, dass er den Hunger hinter sich lassen würde und in der neuen Welt eine bessere Zukunft auf ihn wartete. Bei der Ankunft im neuen Land wollten der Mann und seine Gefährten eine Diaspora aufbauen, die all ihre Hoffnungen enthielt, eines Tages wieder in ihr Heimatland zurückkehren zu können.';;Una última mirada a su viejo hogar y una última lágrima corriendo por su mejilla. Encogiéndose de hombros, el hombre intentaba ignorar el hecho de que iba a abandonar su hogar, quizás para siempre. El navío, lleno de vecinos y parientes, no iba a esperarlo mucho más tiempo. Recogió su equipaje, subió abordo y rezó por dejar el hambre atrás, buscando un futuro más brillante en el nuevo mundo. Al llegar al nuevo país, el hombre y sus compañeros de viaje deseaban crear una diáspora, que contendría toda su ilusión de poder regresar algún día a su tierra natal.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2110;Deixe-os criar uma diáspora.;Les laisser créer une diaspora.;Lasst sie eine Diaspora bauen.;;Dejadles crear la diáspora.;;;;;;;;;x;;;;
REMOVE_EVTOPTB2110;Eles nunca retornarão.;Ils ne rentreront jamais.;Sie werden nie zurückkehren.;;Nunca volverán.;;;;;;;;;x;;;;
REMOVE_EVTNAME2120;Lei de Exclusão Anarquista;"L'acte ""d'exclusion anarchiste""";Anarchist Exclusion Act;;Acta de Exclusión Anarquista;;;;;;;;;x;;;;
REMOVE_EVTDESC2120;As vozes conturbadas no país estão exigindo que os imigrantes que assinam idéias anarquistas sejam deportados. A 'Lei de Exclusão Anarquista' barre especificamente qualquer um que não acredite ou se oponha a todo o governo organizado, ou que seja membro ou afiliado a qualquer organização que esteja entretendo ou ensinando tal descrença ou oposição a todo o governo organizado. A aprovação deste ato depende do seu voto.;Des voix se lèvent pour réclamer que les immigrants qui souscrivent à la pensée anarchiste soient expulsés du pays. La loi d'exclusion des anarchistes devrait permettre de sanctionner ceux qui ne croient pas ou sont opposés à tout Etat organisé, et particulièrement ceux qui militent activement dans une organisation opposée au gouvernement en place. L’adoption de cette loi dépend de votre vote.;Besorgte Stimmen im Lande verlangen nun, dass dem Anarchismus zugewandte Einwanderer ausgewiesen werden sollen. Der 'Anarchist Exclusion Act' verbannt ganz spezifisch all jene, die nicht an organisierte Regierungsformen glauben oder sich ihnen widersetzen, bzw. Mitglieder von Vereinigungen, die nicht an organisierte Regierungsformen glauben oder sich ihnen widersetzen. Die Verabschiedung dieses Gesetzes hängt von Ihrer Stimme ab.;;En el país se han alzado voces preocupadas que solicitan que los inmigrantes que apoyen ideas anarquistas sean expulsados. La 'Acta de Exclusión Anarquista', excluye de forma específica a cualquiera que no crea en el gobierno o se oponga a cualquier forma de gobierno organizado, sea miembro o esté afiliado a cualquier organización que albergue o enseñe tal creencia en oposición a todo gobierno organizado. La promulgación de esta acta depende de tu voto.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2120;Eu voto 'Sim'.;"Je vote ""Oui"".";Ich stimme 'Ja'.;;Voto 'Sí'.;;;;;;;;;x;;;;
REMOVE_EVTOPTB2120;Eu voto 'Não'.;"Je vote ""Non"".";Ich stimme 'Nein'.;;Voto 'No'.;;;;;;;;;x;;;;
REMOVE_EVTNAME2130;Lei de Exclusão Anarquista: Imigrante Deportado;Acte d'exclusion anarchiste: immigré expulsé;Anarchist Exclusion Act: Einwanderer deportiert;;Acta de Exclusión Anarquista: inmigrantes deportados;;;;;;;;;x;;;;
REMOVE_EVTDESC2130;Liberte a mente humana do domínio da religião, liberte o corpo humano do domínio da propriedade e liberte-nos dos grilhões e restrições do governo! Devemos ser capazes de desfrutar de todas as necessidades da vida, independentemente dos desejos, gostos e inclinações individuais! Libere-nos e deixe o anarquismo nos conduzir a essa vida livre!'\n\nOs primeiros imigrantes anarquistas foram deportados após a aprovação da Lei de Exclusão Anarquista.;Libérez l'esprit humain du joug de la religion, libérez le corps humain du joug de la propriété privée et libérez-nous de l’oppression du gouvernement ! Nous devrions pouvoir apprécier par nous-mêmes les bienfaits de la vie, quels que soient nos désirs, nos goûts et nos inclinations ! Libérez-nous, et laissez l'anarchisme nous guider dans cette voie ! \n\n Les premiers immigrants anarchistes ont été expulsés suite à l’adoption de la loi d'expulsion des anarchistes.;Befreit den menschlichen Geist von den Fesseln der Religion, befreit den menschlichen Körper von den Fesseln des Besitztums, und befreit uns von den Fesseln der Regierungen! Wir sollten in der Lage sein, alle Aspekte des Lebens zu genießen, unabhängig von individuellen Bedürfnissen, Geschmäckern und Neigungen! Befreien wir uns, und lassen wir den Anarchismus uns zu einem freien Leben führen!'\n\nDer erste eingewanderte Anarchist wurde deportiert, nachdem der Anarchist Exclusion Act verabschiedet wurde.;;Liberad la mente humana del dominio de la religión, liberad el cuerpo humano del dominio de la propiedad y ¡liberadnos a nosotros de los grilletes y el control del estado! ¡Tenemos que poder disfrutar de todas las necesidades de la vida, independientemente de deseos individuales, gustos o inclinaciones! ¡Liberadnos y que el anarquismo nos conduzca a esta nueva vida!\n\nTras la aprobación del Acta de Exclusión Anarquista, ha sido deportado el primer inmigrante de esta ideología.;;;;;;;;;x;;;;
REMOVE_EVTOPTA2130;Ok;D'accord.;Okay.;;Muy bien.;;;;;;;;;x;;;;
EVTNAME3000;Favela Esquálida;Taudis sordide;Heruntergekommener Slum;;Pocilga;;;;;;;;;x;;;;
