ENG_1384;Malaya;Malaya;Malaya;;Malaya;;;;;;;;;x;
ENG_1343;Tenasserim;Tenasserim;Tenasserim;;Tenasserim;;;;;;;;;x;
BUR_1339;Kachin;Kachin;Kachin;;Kachin;;;;;;;;;x;
BUR_1334;Shan States;Shan States;Shan-Staaten;;Shan States;;;;;;;;;x;
BUR_1330;Pegu;Pegu;Pegu;;Pegu;;;;;;;;;x;
NEP_1327;Himalayas;Himalayas;Himalaya;;Himalayas;;;;;;;;;x;
TIB_1591;Tibet;Tibet;Tibet;;Tibet;;;;;;;;;x;
ENG_1247;Bihar;Bihar;Bihar;;Bihar;;;;;;;;;x;
ENG_1261;Orissa;Orissa;Orissa;;Orissa;;;;;;;;;x;
ENG_1236;United Provinces;United Provinces;Vereinte Provinzen;;United Provinces;;;;;;;;;x;
PAN_1227;Punjab;Punjab;Punjab;;Punjab;;;;;;;;;x;
PAN_1224;Kashmir;Kashmir;Kaschmir;;Kashmir;;;;;;;;;x;
KAL_1221;Baluchistan;Baluchistan;Belutschistan;;Baluchistan;;;;;;;;;x;
SIN_1288;Sind;Sind;Sind;;Sind;;;;;;;;;x;
ENG_1291;Gujarat;Gujarat;Gujarat;;Gujarat;;;;;;;;;x;
ENG_1264;Rajputana;Rajputana;Rajputana;;Rajputana;;;;;;;;;x;
ENG_1275;Central India;Central India;Zentral-Indien;;Central India;;;;;;;;;x;
NAG_1277;Nagpur;Nagpur;Nagpur;;Nagpur;;;;;;;;;x;
ENG_1305;Circars;Circars;Circars;;Circars;;;;;;;;;x;
HYD_1283;Hyderabad;Hyderabad;Hyderabad;;Hyderabad;;;;;;;;;x;
ENG_1297;Bombay;Bombay;Bombay;;Bombay;;;;;;;;;x;
ENG_1304;Madras;Madras;Madras;;Madras;;;;;;;;;x;
MYS_1314;Mysore;Mysore;Mysore;;Mysore;;;;;;;;;x;
ENG_1317;Travancore;Travancore;Travancore;;Travancore;;;;;;;;;x;
ATJ_1405;Aceh;Aceh;Aceh;;Aceh;;;;;;;;;x;
NET_1398;Sumatra;Sumatra;Sumatra;;Sumatra;;;;;;;;;x;
NET_1423;Borneo;Borneo;Borneo;;Borneo;;;;;;;;;x;
NET_1449;Moluccas;Moluccas;Molukken;;Moluccas;;;;;;;;;x;
NET_1451;Western New Guinea;Western New Guinea;West-Neuguinea;;Western New Guinea;;;;;;;;;x;
BAL_1438;Sunda Islands;Sunda Islands;Sundainseln;;Sunda Islands;;;;;;;;;x;
BRU_1394;North Borneo;North Borneo;Nord-Borneo;;North Borneo;;;;;;;;;x;
PER_1141;Laristan-Sistan;Laristan-Sistan;Laristan-Sistan;;Laristan-Sistan;;;;;;;;;x;
PER_1148;Khorasan;Khorasan;Khorasan;;Khorasan;;;;;;;;;x;
PER_1138;Khuzestan;Khuzestan;Chuzestan;;Khuzestan;;;;;;;;;x;
PER_1135;Fars-Kerman;Fars-Kerman;Fars-Kerman;;Fars-Kerman;;;;;;;;;x;
PER_1127;Isfahan;Isfahan;Isfahan;;Isfahan;;;;;;;;;x;
PER_1116;Gilan-Mazandaran;Gilan-Mazandaran;Gilan-Mazandaran;;Gilan-Mazandaran;;;;;;;;;x;
PER_1121;Irakajemi;Irakajemi;Irakajemi;;Irakajemi;;;;;;;;;x;
PER_1112;Tabriz;Tabriz;Täbris;;Tabriz;;;;;;;;;x;
PER_1122;Luristan;Luristan;Luristan;;Luristan;;;;;;;;;x;
AFG_1214;Western Afghanistan;Western Afghanistan;West-Afghanistan;;Western Afghanistan;;;;;;;;;x;
AFG_1217;Eastern Afghanistan;Eastern Afghanistan;Ost-Afghanistan;;Eastern Afghanistan;;;;;;;;;x;
RUS_1196;Turkmenia;Turkmenia;Turkmenistan;;Turkmenia;;;;;;;;;x;
KHI_1191;Uzbekia;Uzbekia;Uzbekia;;Uzbekia;;;;;;;;;x;
BUK_1207;Tajikistan;Tajikistan;Tadschikistan;;Tajikistan;;;;;;;;;x;
KOK_1190;Kirghizia;Kirghizia;Kirghizia;;Kirghizia;;;;;;;;;x;
RUS_1182;Uralsk;Uralsk;Oral;;Uralsk;;;;;;;;;x;
RUS_1184;Akmolinsk;Akmolinsk;Akmolinsk;;Akmolinsk;;;;;;;;;x;
RUS_1185;Semireche;Semireche;Siebenstromland;;Semireche;;;;;;;;;x;
CHI_1532;Inner Mongolia;Inner Mongolia;Innere Mongolei;;Inner Mongolia;;;;;;;;;x;
CHI_1578;Sichuan;Sichuan;Sichuan;;Sichuan;;;;;;;;;x;
CHI_1581;Chongqing;Chongqing;Chongqing;;Chongqing;;;;;;;;;x;
CHI_1494;Shaozhou;Shaozhou;Shaozhou;;Shaozhou;;;;;;;;;x;
CHI_1550;Jiangxi;Jiangxi;Jiangxi;;Jiangxi;;;;;;;;;x;
CHI_1487;Fujian;Fujian;Fujian;;Fujian;;;;;;;;;x;
CHI_1611;Zhejiang;Zhejiang;Zhejiang;;Zhejiang;;;;;;;;;x;
CHI_1473;Southern Anhui;Southern Anhui;Süd-Anhui;;Southern Anhui;;;;;;;;;x;
CHI_1516;Eastern Hubei;Eastern Hubei;Ost-Hubei;;Eastern Hubei;;;;;;;;;x;
CHI_1523;Western Hubei;Western Hubei;West-Hubei;;Western Hubei;;;;;;;;;x;
CHI_1513;Henan;Henan;Henan;;Henan;;;;;;;;;x;
CHI_1472;Northern Anhui;Northern Anhui;Nord-Anhui;;Northern Anhui;;;;;;;;;x;
CHI_1476;Jiangsu;Jiangsu;Jiangsu;;Jiangsu;;;;;;;;;x;
CHI_1539;Suzhou;Suzhou;Suzhou;;Suzhou;;;;;;;;;x;
CHI_1563;Shandong;Shandong;Shandong;;Shandong;;;;;;;;;x;
CHI_1614;Southern Zhili;Southern Zhili;Süd-Zhili;;Southern Zhili;;;;;;;;;x;
CHI_1618;Northern Zhili;Northern Zhili;Nord-Zhili;;Northern Zhili;;;;;;;;;x;
CHI_1553;Manchuria;Manchuria;Mandschurei;;Manchuria;;;;;;;;;x;
CHI_1082;Outer Manchuria;Outer Manchuria;Äußere Mandschurei;;Outer Manchuria;;;;;;;;;x;
CHI_1086;Sakhalin;Sakhalin;Sachalin;;Sakhalin;;;;;;;;;x;
KOR_1624;Seoul;Seoul;Seoul;;Seoul;;;;;;;;;x;
KOR_1635;Busan;Busan;Busan;;Busan;;;;;;;;;x;
KOR_1627;Sariwon;Sariwon;Sariwon;;Sariwon;;;;;;;;;x;
KOR_1619;Pyongyang;Pyongyang;Pjöngjang;;Pyongyang;;;;;;;;;x;
JAP_1660;Kyushu;Kyushu;Kyushu;;Kyushu;;;;;;;;;x;
JAP_1640;Chugoku-Shikoku;Chugoku-Shikoku;Chugoku-Shikoku;;Chugoku-Shikoku;;;;;;;;;x;
JAP_1655;Kansai;Kansai;Kansai;;Kansai;;;;;;;;;x;
JAP_1675;Chubu;Chubu;Chubu;;Chubu;;;;;;;;;x;
JAP_1649;Kanto;Kanto;Kanto;;Kanto;;;;;;;;;x;
JAP_1654;Bonin Islands;Bonin Islands;Bonininseln;;Bonin Islands;;;;;;;;;x;
JAP_1672;Tohoku;Tohoku;Tohoku;;Tohoku;;;;;;;;;x;
JAP_1088;Hokkaido;Hokkaido;Hokkaido;;Hokkaido;;;;;;;;;x;
RUS_2685;Ural;Ural;Ural;;Ural;;;;;;;;;x;
RUS_1065;Ob;Ob;Ob;;Ob;;;;;;;;;x;
RUS_1064;Tobolsk;Tobolsk;Tobolsk;;Tobolsk;;;;;;;;;x;
RUS_1469;Tomsk;Tomsk;Tomsk;;Tomsk;;;;;;;;;x;
RUS_2615;Lower Yeniseysk;Lower Yeniseysk;Unter-Jenisseisk;;Lower Yeniseysk;;;;;;;;;x;
RUS_1070;Upper Yeniseysk;Upper Yeniseysk;Ober-Jenisseisk;;Upper Yeniseysk;;;;;;;;;x;
RUS_1075;Irkutsk;Irkutsk;Irkutsk;;Irkutsk;;;;;;;;;x;
RUS_1079;Trans-Baikal;Trans-Baikal;Transbaikal;;Trans-Baikal;;;;;;;;;x;
RUS_2694;Middle Siberia;Middle Siberia;Mittel-Sibirien;;Middle Siberia;;;;;;;;;x;
RUS_1069;West Yakutsk;West Yakutsk;West Yakutsk;;West Yakutsk;;;;;;;;;x;
RUS_2653;Norte da Sibéria;North Siberia;Nord-Sibirien;;North Siberia;;;;;;;;;x;
RUS_1071;Yakutsk;Yakutsk;Yakutsk;;Yakutsk;;;;;;;;;x;
RUS_1072;Okhotsk;Okhotsk;Okhotsk;;Okhotsk;;;;;;;;;x;
RUS_2668;North Yakutsk;North Yakutsk;Nord-Yakutsk;;North Yakutsk;;;;;;;;;x;
RUS_2618;Upper Okhotsk;Upper Okhotsk;Ober-Okhotsk;;Upper Okhotsk;;;;;;;;;x;
RUS_2621;Inner Chukotka;Yakutsk;Yakutsk;;Yakutsk;;;;;;;;;x;
RUS_1074;Kamchatka;Kamchatka;Kamtschatka;;Kamchatka;;;;;;;;;x;
RUS_2590;Coastal Chukotka;Coastal Chukotka;Küste von Tschuktschen;;Coastal Chukotka;;;;;;;;;x;
TUR_885;Kars;Kars;Kars;;Kars;;;;;;;;;x;
TUR_884;Trabzon;Trabzon;Trabzon;;Trabzon;;;;;;;;;x;
TUR_889;Diyarbakir-Van;Diyarbakir-Van;Diyarbakir-Van;;Diyarbakir-Van;;;;;;;;;x;
TUR_876;Ankara and Adana;Ankara and Adana;Ankara und Adana;;Ankara and Adana;;;;;;;;;x;
TUR_873;Konya;Konya;Konya;;Konya;;;;;;;;;x;
TUR_881;Kastamonu;Kastamonu;Kastamonu;;Kastamonu;;;;;;;;;x;
TUR_869;Aydin;Aydin;Aydin;;Aydin;;;;;;;;;x;
TUR_863;Hudavendigar;Hudavendigar;Hüdavendigar;;Hudavendigar;;;;;;;;;x;
TUR_923;Mosul;Mosul;Mosul;;Mosul;;;;;;;;;x;
TUR_931;Baghdad;Baghdad;Baghdad;;Baghdad;;;;;;;;;x;
TUR_935;Basra;Basra;Basra;;Basra;;;;;;;;;x;
EGY_897;Aleppo;Aleppo;Aleppo;;Aleppo;;;;;;;;;x;
EGY_910;Transjordan;Transjordan;Transjordanien;;Transjordan;;;;;;;;;x;
EGY_903;Syria;Syria;Syrien;;Syria;;;;;;;;;x;
NEJ_1156;Hail;Hail;Ha'il;;Hail;;;;;;;;;x;
NEJ_1157;Nejd;Nejd;Nadschd;;Nejd;;;;;;;;;x;
EGY_1746;Sinai;Sinai;Sinai;;Sinai;;;;;;;;;x;
EGY_1750;Lower Egypt;Basse Égypte;Unter-Ägypten;;Lower Egypt;;;;;;;;;x;
EGY_1762;Middle Egypt;Égypte Moyenne;Mittel-Ägypten;;Middle Egypt;;;;;;;;;x;
EGY_1771;Upper Egypt;Basse Égypte;Unter-Ägypten;;Upper Egypt;;;;;;;;;x;
EGY_1753;Matruh;Matruh;Matruh;;Matruh;;;;;;;;;x;
EGY_1758;Egyptian Desert;Egyptian Desert;Ägyptische Wüste;;Egyptian Desert;;;;;;;;;x;
EGY_1834;Dongola;Dongolah;Dunqula;;Dongola;;;;;;;;;x;
EGY_1827;Sudan;Soudan;Sudan;;Sudan;;;;;;;;;x;
ENG_1843;Equatoria; Region Équateur;Äquatoria;;Equatoria;;;;;;;;;x;
ENG_1848;Eritrea;L'Érythrée;Eritrea;;Eritrea;;;;;;;;;x;
ETH_1854;Gonder-Tigray;Gonder-Tigray;Gonder-Tigray;;Gonder-Tigray;;;;;;;;;x;
ETH_1864;Amhara;Amhara;Amhara;;Amhara;;;;;;;;;x;
ETH_1867;Oromia;Oromia;Oromia;;Oromia;;;;;;;;;x;
ALD_1708;Constantine;Constantine;Constantine;;Constantine;;;;;;;;;x;
FRA_1700;Algiers;Alger;Algier;;Algiers;;;;;;;;;x;
ALD_1704;Tlemcen;Tlemcen;Tlemcen;;Tlemcen;;;;;;;;;x;
MOR_1688;al Rif;al Rif;Al Rif;;al Rif;;;;;;;;;x;
MOR_1686;Fez;Fez;Fès;;Fez;;;;;;;;;x;
MOR_1693;Morocco;Maroc;Marokko;;Morocco;;;;;;;;;x;
FRA_1803;Timbuktu;Timbuktu;Timbuktu;;Timbuktu;;;;;;;;;x;
FRA_1798;Eastern Mali;Mali orientale;Ost-Mali;;Eastern Mali;;;;;;;;;x;
FRA_1801;Western Mali;Mali ouest;West-Mali;;Western Mali;;;;;;;;;x;
FRA_1901;Volta;Volta;Volta;;Volta;;;;;;;;;x;
FRA_1808;Outer Hausaland;Outer Hausaland;Äußeres Hausaland;;Outer Hausaland;;;;;;;;;x;
FRA_1923;Yoruba States;Yoruba States;Yoruba-Staaten;;Yoruba States;;;;;;;;;x;
FRA_1927;Hausaland;Hausaland;Hausaland;;Hausaland;;;;;;;;;x;
FRA_1939;East Hausaland;East Hausaland;Ost-Hausaland;;East Hausaland;;;;;;;;;x;
FRA_1930;Benin;Benin;Benin;;Benin;;;;;;;;;x;
FRA_1931;Niger Delta;Niger Delta;Niger-Delta;;Niger Delta;;;;;;;;;x;
FRA_1937;Nigeria;Nigeria;Nigeria;;Nigeria;;;;;;;;;x;
FRA_1816;Bornu;Bornou;Bornu;;Bornu;;;;;;;;;x;
ENG_1825;Chad;Tchad;Tschad;;Chad;;;;;;;;;x;
ENG_1818;Waddai;Ouaddai;Waddai;;Waddai;;;;;;;;;x;
FRA_1965;Ubangi-Shari;Oubangi-Chari;Ubangi-Schari;;Ubangi-Shari;;;;;;;;;x;
ENG_2029;Zanzibar;Zanzibar;Sansibar;;Zanzibar;;;;;;;;;x;
ENG_2034;Tanganyika;Tanzanie;Tanganjika;;Tanganyika;;;;;;;;;x;
ENG_2039;Lindi;Lindi;Lindi;;Lindi;;;;;;;;;x;
ENG_2016;Kazembe;Kazembe;Kazembe;;Kazembe;;;;;;;;;x;
POR_2053;Zambezia;Zambezia;Zambezia;;Zambezia;;;;;;;;;x;
POR_2049;Lourenço Marques;Lourenço Marques;Lourenço Marques;;Lourenço Marques;;;;;;;;;x;
ZUL_2113;Natal-Zululand;Natal-Zululand;Natal-Zululand;;Natal-Zululand;;;;;;;;;x;
ENG_2078;Hereroland;Hereroland;Hereroland;;Hereroland;;;;;;;;;x;
ENG_2132;Ilhas do Atlântico Sul;South Atlantic Islands;Südatlantische Inseln;;South Atlantic Islands;;;;;;;;;x;
ENG_2125;Território do Oceano Índico;Territoire de l'océan Indien;Territorium im Indischen Ozean;;Indian Ocean Territory;;;;;;;;;x;
MAD_2117;Madagáscar do Sul;Sud de Madagascar;Süd-Madagaskar;;South Madagascar;;;;;;;;;x;
MAD_2121;Madagáscar do Norte;Du Nord de Madagascar;Nord-Madagaskar;;North Madagascar;;;;;;;;;x;
sioux_nation_title;Sioux Nation;Nation Sioux;Sioux-Nation;;Nación Sioux;;;;;;;;;x;
sioux_nation_name;Sioux Nation;Nation Sioux;Sioux-Nation;;Nación Sioux;;;;;;;;;x;
sioux_nation_desc;The Sioux Nation rises to defend their ancestral lands from the encroachment of American settlers and soldiers. They are angered by broken promises from Washington, and will fight fiercely to halt the colonization of the West.;;Die Sioux-Nation erhebt sich und verteidigt das Land ihrer Vorfahren gegen das Vordringen der amerikanischen Siedler und Soldaten. Die gebrochenen Versprechen Washingtons befeuern ihren Zorn und sie werden entschlossen kämpfen, um die Kolonisation des Westens aufzuhalten.;;;;;;;;;;;x;
sioux_nation_army;Sioux War Party;Groupe de guerriers Sioux;Sioux-Kriegspartei;;Parte de guerra Sioux;;;;;;;;;x;
apache_title;Apache;Apache;Apache;;Apache;;;;;;;;;x;
apache_name;Apache;Apache;Apache;;Apache;;;;;;;;;x;
apache_desc;Os Apache se levantam para defender suas terras ancestrais da invasão de colonos e soldados americanos. Eles se enfureceram com as promessas quebradas de Washington e lutam ferozmente para deter a colonização do Ocidente.;;Die Apachen erheben sich und verteidigen das Land ihrer Vorfahren gegen das Vordringen der amerikanischen Siedler und Soldaten. Die gebrochenen Versprechen Washingtons befeuern ihren Zorn und sie werden entschlossen kämpfen, um die Kolonisation des Westens aufzuhalten.;;;;;;;;;;;x;
apache_army;Apache War Party;Expédition guerrière Apache;Apache-Kriegspartei;;Parte de guerra Apache;;;;;;;;;x;
EVTNAME160001;A Rebelião Taiping;;Die Taiping-Rebellion;;;;;;;;;;;x;
EVTDESC160001;Uma grande rebelião dividiu tudo sob a vastidão do céu!;;Eine große Rebellion hat alle unter den Weiten des Himmels aufgespalten.;;;;;;;;;;;x;
EVTOPTA160001;Esmague-os!;;Vernichtet sie!;;;;;;;;;;;x;
EVTOPTB160001;Fora com o manchu!;;Weg mit den Manchu!;;;;;;;;;;;x;
EVTNAME160502;Sentimento Anti-Manchu;;Anti-Manchu Bewegung;;;;;;;;;;;x;
EVTDESC160502;Imperador, nossos oficiais detectaram níveis crescentes de descontentamento e até hostilidade em relação à nossa dinastia. Esse sentimento é inflamado pela presença humilhante dos demônios estrangeiros em nossas cidades e portos. Como devemos responder?;;Herrscher, die Offiziellen berichten von einer wachsenden Welle des Unfriedens und sogar der Feindschaft gegen unsere Dynastie. Dieses Gefühl wird noch verstärkt durch die Anwesenheit der fremden Teufel in unseren Städten und Häfen. Wie sollen wir darauf reagieren?;;;;;;;;;;;x;
EVTOPTA160502;Uma demonstração de força deve lidar com isso.;;Eine Demonstration unserer Macht sollte helfen.;;;;;;;;;;;x;
EVTOPTB160502;Não perca meu tempo com essa bobagem!;;Verschwendet meine Zeit nicht mit diesem Unfug!;;;;;;;;;;;x;
EVTNAME90902;A dissolução da China;;Der Zerfall Chinas;;;;;;;;;;;x;
EVTDESC90902;A China está se separando.;;China bricht auseinander.;;;;;;;;;;;x;
EVTOPTA90902;Liberdade!;;Freiheit!;;;;;;;;;;;x;
EVTNAME90040;A Rebelião do Sepoy;;Der Sepoyaufstand;;;;;;;;;;;x;
EVTDESC90040;A Índia se ergue em rebelião!;;Indien erhebt sich in Rebellion!;;;;;;;;;;;x;
EVTOPTA90040;Isso pode significar problemas.;;Das bedeutet Ärger.;;;;;;;;;;;x;
CRISIS_DESCRIPTION_LIBERATION;Crise sobre a libertação do(a) $COUNTRY$.;;Konflikt um die Befreiung von $COUNTRY$.;;;;;;;;x;;;;
CRISIS_DESCRIPTION_RECLAIM;Crise sobre o retorno dos territórios legítimos do(a) $COUNTRY$.;;Konflikt um die Rückgewinnung rechtmäßiger Gebiete von $COUNTRY$.;;;;;;;;x;;;;
CRISIS_ALREADY_TAKEN_SIDE;Já escolhi um lado;;Bereits eine Seite gewählt;;;;;;;;;;;x;
CRISIS_WAITING_ON_BACKER;Aguardando o apoio das Grandes Potências;;Wartet auf die Unterstützung der Großmacht;;;;;;;;;;;x;
MUST_BE_CRISIS_SIDE_LEADER;Deve ser líder de um lado na crise;;Muss ein Anführer einer Seite in dem Konflikt sein;;;;;;;;;;;x;
CRISIS_ALREADY_TAKEN_SIDE;Já tomei o lado;;Bereits auf eine Seite geschlagen;;;;;;;;;;;x;
CRISIS_OFFERTITLE;Faça uma oferta;;Macht ein Angebot;;;;;;;;;;;x;
CRISIS_OFFER_OFFER;$ACTOR$ ofereceu §Y$WARGOAL$§! para se juntar a eles na crise atual.;;$ACTOR$ bietet §Y$WARGOAL$§!, um sich ihrer Seite in dem momentanen Konflikt anzuschließen.;;;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_SETUP;Quando aceitamos entrar em um lado de uma crise;;Wenn wir zustimmen, uns in einem Konflikt einer Seite anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_HEADER;O ministro das Relações Exteriores informa;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_WE_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_WE_ACCEPT_2;Nós nos juntamos à $ACTOR$ na atual crise com a seguinte oferta:;;Wir haben uns $ACTOR$ im aktuellen Konflikt mit folgendem Angebot angeschlossen:;;;;;;;x;;;;;
CRISIS_OFFER_WE_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_ACCEPT_BTN3;Ir para;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_LOG;Nós nos juntamos à crise atual;;Wir sind dem aktuellen Konflikt beigetreten;;;;;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_SETUP;Quando alguém aceita se juntar a nós em uma crise;;Wenn jemand zustimmt, unsere Seite in einem Konflikt zu unterstützen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_HEADER;O ministro das Relações Exteriores informa;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_2;Nós nos juntamos a $RECIPIENT$ na atual crise com a seguinte oferta:;;Wir haben uns $RECIPIENT$ im aktuellen Konflikt mit folgendem Angebot angeschlossen:;;;;;;;x;;;;;
CRISIS_OFFER_THEY_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_ACCEPT_BTN3;Ir para;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_LOG;$RECIPIENT$ juntou-se a nós na atual crise.;;$RECIPIENT$ unterstützt uns im aktuellen Konflikt.;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_SETUP;Quando alguém se junta ao lado de uma crise;;Wenn jemand die im Konflikt befindliche Seite unterstützt;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_HEADER;O ministro das Relações Exteriores informa;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_OTHER_ACCEPT_2;Iminente ameaça;;Ungemach droht;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_3;Parece que o $RECIPIENT$;;Es scheint, dass $RECIPIENT$;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_4;decidiu se juntar à crise atual;;sich dazu entschlossen hat, dem aktuellen Konflikt;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_5;do lado do(a) $ACTOR$;;auf der Seite von $ACTOR$ anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_ACCEPT_BTN3;Ir para;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_LOG;$RECIPIENT$ juntou-se à crise atual.;;$RECIPIENT$ schließt sich dem aktuellen Konflikt an.;;;;;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_SETUP;Quando nos recusamos a nos juntar a um lado em uma crise;;Wenn wir es ablehnen, uns in diesem Konflikt einer Seite anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_HEADER;O ministro das Relações Exteriores informa;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_WE_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_WE_DECLINE_2;Nós nos recusamos a apoiar o $ACTOR$ no conflito atual;;Wir haben es abgelehnt, $ACTOR$ im aktuellen Konflikt zu unterstützen;;;;;;;x;;;;;
CRISIS_OFFER_WE_DECLINE_3;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_DECLINE_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_DECLINE_BTN3;Ir para;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_WE_DECLINE_LOG;Nós nos recusamos a participar da atual crise;;Wir haben es abgelehnt, uns dem aktuellen Konflikt anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_SETUP;Quando alguém se recusa a se juntar ao nosso lado em uma crise;;Wenn es jemand ablehnt, unsere Seite in einem Konflikt zu unterstützen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_HEADER;O ministro das Relações Exteriores informa;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_THEY_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_THEY_DECLINE_2;$RECIPIENT$ recusou-se a participar das negociações sobre a atual crise.;;$RECIPIENT$ hat den Beitritt zu Gesprächen über den aktuellen Konflikt abgelehnt.;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_3;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
