BAB_reactionary;Hammurabi's Helpful;Parti hammourabien;Hammurabis Helfer;;Los Seguidores de Hammurabi;;;;;;;;;x;;
BAB_communist;A Facção Zigurate (Marxista-Leninista);La faction ziggourat (marxiste-léniniste);Die Ziggurat-Fraktion (marxistisch-leninistisch);;La Facción Ziggurat (marxista-leninista);;;;;;;;;x;;
BAB_anarcho_liberal;Frente Popular Ama-gi;Front populaire Ama-gi;Ama-gi-Volksfront;;Frente Popular Ama-gi;;;;;;;;;x;;
BAB_socialist;Os Construtores de Torres;Les bâtisseurs de tours;Die Turmbauer;;Los Constructores de Torres;;;;;;;;;x;;
BAB_fascist;Zoológico Babilônico;Le Zoo de Babylone;Babylon Zoo;;El Zoo Babilónico;;;;;;;;;x;;
build_the_tower_of_babylon_title;A Torre de Babel;La tour de Babel;Der Turm von Babylon;;La Torre de Babel;;;;;;;;;x;;
build_the_tower_of_babylon_desc;Nos últimos milênios, pouco progresso foi feito na maior das obras iniciadas por nossos orgulhosos ancestrais. Com a recente ascensão do Iraque no concerto das nações, cada vez mais vozes (embora cada vez mais confusas, também é verdade) falam em recomeçar o projeto! Com a tecnologia moderna, quem sabe que maravilhas poderiam ser alcançadas?;Au cours des derniers millénaires, très peu de progrès ont été faits sur le plus grand projet de construction initié par nos illustres ancêtres. Avec la montée en puissance récente et la nouvelle place dans le concert des nation de l'Iraq, on parle… même si récemment, le discourt s’est fait incompréhensible… de relancer le projet ! Avec la technologie moderne, qui sait quelles merveilles pourraient être accomplies ?;Im Laufe der letzten Jahrtausende wurden beim größten aller Bauprojekte, begonnen von unseren stolzen Vorfahren, kaum noch Fortschritte erzielt. Durch den kürzlichen Aufstieg des Iraks zu Macht und Ansehen in der Welt gibt es Gespräche ... die in letzter Zeit merkwürdigerweise nur schwer zu verstehen waren ... das Projekt wieder aufzunehmen! Welche Wunder wohl durch den Einsatz moderner Technologie möglich wären?;;En los últimos milenios apenas se han hecho progresos en el mayor de los proyectos de construcción iniciado por nuestros orgullosos antepasados. ¡Con el reciente ascenso de Irak en el concierto de las naciones, cada vez más voces (aunque cada vez más confusas, también es cierto) hablan de reiniciar el proyecto! Con la tecnología moderna, ¿quién sabe qué maravillas se podrían alcanzar?;;;;;;;;;x;;
EVTNAME4430;Pressão pela reforma;Pression pour des réformes;Forderung nach Reformen;;Petición de reformas;;;;;;;;;x;;
EVTDESC4430;E o amor te desafia a mudar nosso jeito de cuidar, de nós mesmos.'\n-- Queen\n\nO clima político no(a) $COUNTRY$ piorou ultimamente, à medida que mais e mais dos nossos súditos leais começam a questionar a sabedoria de nossa Câmara Alta, que não é representativa. A Câmara Alta está sendo cada vez mais vista como a única instituição responsável pela sufocação constante de todas as tentativas e iniciativas visando a reforma política, e as pessoas estão exigindo que as cartas fundadoras da instituição sejam redesenhadas para permitir uma representação mais ampla.;« Et l’amour vous défie de changer la manière dont nous nous occupons de nous-mêmes »\n-- Queen\n\n Le climat politique en $COUNTRY$ s’est considérablement dégradé alors que de plus en plus de nos loyaux sujets mettent en doute la sagesse de notre chambre haute, si peu représentative. La chambre haute est vue de plus en plus comme l’institution responsable de l’étouffement permanent des tentatives et initiatives visant aux réformes politiques, et le peuple exige que les chartes fondatrices de nos institutions soient amendées afin de permettre une représentation plus large.;And love dares you to change our way of caring, about ourselves.'\n-- Die Queen\n\nDas politische Klima in $COUNTRY$ hat kürzlich eine Wende zum Schlechteren genommen, und immer mehr unserer loyalen Unteranen beginnen, die Weisheit unseres nicht besonders repräsentativen Oberhauses anzuzweifeln. Das Oberhaus wird zunehmend als die Institution angesehen, die dafür verantwortlich ist, dass sämtliche politischen Reformversuche und -initiativen abgeschmettert werden. Das Volk verlangt die Neuaufsetzung der Grundprinzipien der Verfassung, um eine breitere Repräsentation zu ermöglichen.;;Y el amor que se atreve a cambiar la forma en que nos manejan\n-- Reina\n\nEl clima político en $COUNTRY$ ha dado últimamente un giro para peor, pues cada vez son más los súbditos nuestros que cuestionan la falta de representatividad de la cámara alta. El pueblo la considera responsable de que constantemente se frustren las iniciativas de reforma política y comienza a pedir que se reforme su carta fundacional para abrir sus puertas a una representatividad más amplia.;;;;;;;;;x;;
EVTOPTA4430;Apenas as pessoas malucas riem sob pressão. O sistema se desintegra.;Rires déments sous la pression. Nous craquons.;Der Wahnsinn nimmt seinen Lauf - aber wir geben dem Druck nach.;;Solo los locos se ríen bajo presión. El sistema se desmorona.;;;;;;;;;x;;
EVTOPTB4430;Não podemos nos dar mais uma chance?;Ne pouvons-nous pas nous donner une autre chance ?;Können wir uns selbst nicht noch eine Chance geben?;;¿No podemos darnos una oportunidad más?;;;;;;;;;x;;
#ADM_DESC;Gastar em administração permite que seus burocratas administrem e mantenham uma burocracia saudável, aumentando sua eficiência administrativa. Baixa eficiência administrativa significa que, na prática, você paga mais cada vez que o governo gasta dinheiro. Os preços básicos das despesas feitas pelo governo aumentam em proporção inversa à sua eficiência administrativa ao determinar os custos finais.;Les dépenses pour l’administration permettent à vos bureaucrates de maintenir une administration saine à l’efficacité renforcée. Une faible efficacité administrative fait que vous payez plus pour chaque projet dans lequel le gouvernement investit. Le coût de base des dépenses de l’État est toujours modifié par l’inverse de votre efficacité administrative pour en déterminer le prix final.;Verwaltungsausgaben ermöglichen Ihren Bürokraten die Beibehaltung einer reibungslosen Bürokratie und die Erhöhung Ihrer Verwaltungseffizienz. Eine niedrige Verwaltungseffizienz würde bedeuten, dass Sie letztendlich mehr zahlen, wann immer die Regierung Geld ausgibt. Der Basispreis für alle Regierungsausgaben wird immer durch die Umkehr Ihrer Verwaltungseffizienz erhöht, um die tatsächlichen Kosten zu ermitteln.;;El gasto en administración permite que tus burócratas mantengan una burocracia firme que aumentará la eficacia administrativa. Una baja eficiencia administrativa significa que, en la práctica, pagas más cada vez que el gobierno gasta dinero. Los precios básicos de los gastos realizados por el gobierno aumentan en proporción inversa a tu eficiencia administrativa a la hora de determinar los costes finales.;;;;;;;;;x;;
RELEASE_PLAY_AS;Jogar com;Jouer;Spielen als:;;Jugar con;;;;;;;;;x;;
EGY_921;Palestina;Palestine;Palästina;;Palestina;;;;;;;;;x;;
raise_the_bonnie_blue_flag_title;A Bonnie Blue!;Le Bonnie Blue Flag !;Die Bonnie Blue Flag!;;¡La Bonnie Blue!;;;;;;;;;x;;
raise_the_bonnie_blue_flag_desc;Viva! Viva!!\nPara obter os direitos do sul, hurrah!!\nViva a bandeira Bonnie Blue que carrega uma estrela!'\n\nO 'Bonnie Blue' foi a primeira e não oficial bandeira da Confederação, assim como o título de uma marcha popular confederada composta por Harry McCarthy em 1861 como uma homenagem a ela. Vamos levantar o Bonnie Blue e deixar que os recrutas cheguem às nossas fileiras em bloco.;« Hourra ! Hourra !\nPour les droits du Sud, hourra !\nHourra pour le Bonnie blue flag qui ne porte qu’une étoile ! »\n\n le « Bonnie Blue Flag » fut le premier drapeau, non officiel, de la Confédération des États du Sud et le titre d’une marche confédérée célèbre écrite en 1861 par Harry Mac Carthy. Dressons le Bonnie Blue Flag et voyons accourir les recrues à l’appel de notre bannière.;Hurrah! Hurrah!\nFor Southern rights, hurrah!\nHurrah for the Bonnie Blue Flag that bears a single star!'\n\nDie 'Bonnie Blue Flag' war die erste, wenngleich inoffizielle Flagge der Konföderation. Sie trug den Namen eines beliebten konföderierten Marschliedes von 1861 aus der Feder von Harry McCarthy, das dieselbe Flagge besang. Hissen Sie die Bonnie Blue, und die Rekruten werden zu unseren Bannern strömen.;;¡Hurra! ¡Hurra!\n¡Por obtener los derechos del sur, hurra!\n¡Hurra por la bandera Bonnie Blue que lleva una estrella!\n\nLa 'Bonnie Blue' fue la primera y oficiosa bandera de la Confederación, así como el título de una popular marcha confederada compuesta por Harry McCarthy en 1861 como homenaje a ella. Levantemos la Bonnie Blue y que los reclutas acudan en bloque a nuestras filas.;;;;;;;;;x;;
the_bonnie_blue_flag;A Bonnie Blue ;Le Bonnie Blue Flag;Die Bonnie Blue Flag;;La Bonnie Blue;;;;;;;;;x;;
the_bonnie_blue_flag_desc;Uma estrela branca em um campo azul orienta nossas tropas para o campo de batalha.;Une seule étoile sur fond bleu mène nos troupes à la bataille.;Ein einzelner weißer Stern auf blauem Hintergrund führt unsere Truppen in die Schlacht.;;Una estrella blanca sobre un campo azul guía a nuestras tropas al campo de batalla.;;;;;;;;;x;;
trinket_wage;Trinket Minimum Wage;Salaire min. dérisoire;Sach-Mindestlohn;;Salarios mínimos testimoniales;;;;;;;;;x;;
tut_2b_15;Como as fábricas são construídas depende da atual política econômica do seu país. Sob uma economia 'Laissez Faire', por exemplo, todas as suas fábricas são construídas pelos seus capitalistas. No atual sistema belga, no entanto, tanto o governo quanto os capitalistas podem construir fábricas. Construir mais fábricas é uma boa maneira de impulsionar a economia do país. Vá em frente e clique no botão 'Construir Fábria' em Wallonie.;La manière dont les usines sont construites dépend de la politique économique de votre pays. Dans une économie de « Laissez-faire », par exemple, toutes vos usines sont construites par vos capitalistes. Dans le système belge actuel, cependant, le gouvernement comme les capitalistes peuvent construire des usines. Construire plus d’usines est un bon moyen de développer l'économie du pays. Cliquez sur le bouton « Contruire usine » pour la Flandre.;Wie Fabriken gebaut werden, hängt von der aktuellen Wirtschaftspolitik Ihres Landes ab. Unter einer 'Laissez Faire'-Wirtschaft zum Beispiel werden alle Fabriken von Ihren Kapitalisten gebaut. Im aktuellen belgischen System können sowohl die Regierung als auch die Kapitalisten Fabriken bauen. Der Bau zusätzlicher Fabriken ist eine gute Methode, die Landeswirtschaft anzukurbeln. Klicken Sie nun für Flandern auf die Schaltfläche 'Fabrik bauen'.;;La manera en que se construyen las fábricas en tu país depende de su política económica. Bajo el 'Laissez Faire', por ejemplo, son los capitalistas los que las construyen todas. Sin embargo, en el actual sistema belga, tanto el gobierno como los capitalistas pueden hacerlo. Construir fábricas es un buen modo de desarrollar la economía de un país. Adelante, haz clic en el botón 'Construir fábrica' en Vlaandern.;;;;;;;;;x;;
webster_ashburton_treaty_title;Tratado de Webster-Ashburton;Traité de Webster-Ashburton;Webster-Ashburton-Vertrag;;Tratado de Webster-Ashburton;;;;;;;;;x;;
webster_ashburton_treaty_desc;Na sequência dos acontecimentos da (não declarada) Guerra Aroostook, o Tratado Webster-Ashburton de 1842, entre o Reino Unido e os Estados Unidos da América, delimitou com finalidade as fronteiras entre Maine e New Brunswick, regulamentou a utilização partilhada dos Grandes Lagos, reafirmou a 49ª fronteira paralela e apelou a um compromisso mútuo para acabar com o tráfico de escravos pelo Atlântico.;Suivant les événements de guerre (non déclarée) d’Aroostook, le traité Webster-Ashburton de 1842, signé entre le Royaume-Uni et les États-Unis, délimite avec précision la frontière entre le Maine et le Nouveau Brunswick, régit l'utilisation commune des grands lacs, réaffirme la frontière constituée par le 49e parallèle et lance un appel mutuel pour mettre fin au trafic d’esclave en Atlantique.;Der Webster-Ashburton-Vertrag von 1842 folgte auf die Ereignisse des (illegalen) Aroostook-Krieges zwischen dem Vereinigten Königreich und den Vereinigten Staaten. Im Vertrag wurden die Grenzen zwischen Maine und New Brunswick endgültig festgelegt, die gemeinsame Nutzung der Great Lakes reglementiert, der Nordwestwinkel erneut bestätigt und ein gegenseitiger Einsatz zur Beendigung des atlantischen Sklavenhandels beschlossen.;;Tras los sucesos de la (no declarada) Guerra de Aroostook, el tratado Webster-Ashburton de 1842, suscrito por el Reino Unido y los Estados Unidos de América delimitó de manera definitiva la frontera entre Maine y Nuevo Brunswick, reguló el uso compartido de los Grandes Lagos, confirmó la frontera del paralelo 49 y expresó el deseo mutuo de alcanzar un compromiso con el fin de terminar con el comercio de esclavos en el Atlántico.;;;;;;;;;x;;
SPA_2209;Cuba;Cuba;Kuba;;Cuba;;;;;;;;;x;;
ENG_203;Ilhas Caribenhas;Îles caraïbes;Karibische Inseln;;Islas del Caribe;;;;;;;;;x;;
PV_CLERGY_LIT_PROVIDES;Províncias do clero: $VAL$;Province de clergé : $VAL$;Klerusprovinzen: $VAL$;;Provincias del clero: $VAL$;;;;;;;;;x;;
PV_CLERGY_LIT_NUM;$NUM$ da sua população são Clero (Ótimo: $OPT$): $VAL$;$NUM$ de votre population appartient au clergé ($OPT$ optimal) : $VAL$;$NUM$ unserer Bevölkerung gehören zum Klerus (optimal $OPT$): $VAL$;;$NUM$ de tus habitantes pertenecen al clero (valor óptimo: $OPT$): $VAL$;;;;;;;;;x;;
PV_CLERGY_SETTING;Gastos educacionais em $SETTING$: $VAL$;Dépenses d’éducation à $SETTING$ : $VAL$;Bildungsausgaben bei $SETTING$: $VAL$;;Gasto educativo en $SETTING$: $VAL$;;;;;;;;;x;;
PV_CLERGY_TECH;Da tecnologia: $VAL$;Provenant de la technologie : $VAL$;Von Technologie: $VAL$;;De la tecnología: $VAL$;;;;;;;;;x;;
EVTNAME13357;A Doutrina do Lapso;La doctrine de préemption;The Doctrine of Lapse;;La doctrina del lapso;;;;;;;;;x;;
EVTDESC13357;"A ""doutrina do lapso"" era uma política britânica relativa às nações submissas da Índia, os Principados, que afirmavam que tais estados poderiam ser imediatamente anexados pela Companhia Britânica das Índias Orientais no caso de seu soberano morrer sem herdeiros diretos ou provasse ser ""manifestamente incompetente"". A doutrina foi usada historicamente para anexar os principados de Satara, Sambalpur, Nagpur, Jhansi e Awadh. Devido à situação em nosso país, os agentes da Companhia das Índias Orientais declararam hoje que nossos direitos principescos foram anulados.";« La doctrine de préemption » est le nom donné à la politique britannique à l’égard des états indiens sous sa domination. Ces états pouvaient être immédiatement annexés par la Compagnie des Indes Orientales en cas de décès du monarque ou si celui-ci était jugé « manifestement incompétent ». Cette doctrine fut utilisée historiquement pour annexer les États de Satara, Sambalpur, Nagpur, Jhansi et Awadh. Étant donné l'état actuel de notre pays, les responsables de la Compagnie des Indes Orientales ont ce jour déclarés nuls et non avenus nos droits princiers.;The Doctrine of Lapse' war eine politische Verfügung Englands bezüglich der indischen Untertanstaaten, den Prinzenstaaten. Sie besagte, dass jede dieser Nationen sofort von der British East India Company annektiert werden konnte, wenn der Herrscher ohne direkten Nachfolger starb, oder wenn er als 'offenkundig inkompetent' befunden wurde. Historisch wurde die Doktrin zur Annektierung der Staaten Satara, Sambalpur, Nagpur, Jhansi und Awadh eingesetzt. Aufgrund des aktuellen Status unseres Landes haben Offizielle der East India Company unsere Fürstenrechte heute für null und nichtig erklärt.;;La 'doctrina del lapso' fue una política británica relativa a las naciones sometidas de la India, los Principados, que afirmaba que tales estados podían ser anexionados inmediatamente por la Compañía Británica de las Indias Orientales en caso de que su soberano muriera sin herederos directos o demostrase ser 'manifiestamente incompetente'. La doctrina se utilizó históricamente para anexionar los principados de Satara, Sambalpur, Nagpur, Jhansi y Awadh. Debido a la situación de nuestro país, los agentes de la Compañía de las Indias Orientales han declarado hoy anulados nuestros derechos principescos.;;;;;;;;;x;;
EVTOPTA13357;Nããão!;Nooon !;Neiiin!;;¡Noooo!;;;;;;;;;x;;
EVTNAME13358;A Doutrina do Lapso;La doctrine de préemption;The Doctrine of Lapse;;La doctrina del lapso;;;;;;;;;x;;
EVTDESC13358;"A ""doutrina do lapso"" era uma política britânica relativa às nações submissas da Índia, os Principados, que afirmavam que tais estados poderiam ser imediatamente anexados pela Companhia Britânica das Índias Orientais no caso de seu soberano morrer sem herdeiros diretos ou provasse ser ""manifestamente incompetente"". A doutrina foi usada historicamente para anexar os principados de Satara, Sambalpur, Nagpur, Jhansi e Awadh, sendo a última anexação uma das faíscas que incendiaram a Revolta do Sepoy de 1857. A doutrina foi repudiada com o estabelecimento do Raj Britânico em 18588. Devido à situação trágica no governo de $FROMCOUNTRY$, a Companhia das Índias Orientais declarou hoje que a independência do país é nula e sem efeito.";« La doctrine de préemption » est le nom donné à la politique britannique à l’égard des états indiens sous sa domination. Ces états pouvaient être immédiatement annexés par la Compagnie des Indes Orientales en cas de décès du monarque si celui-ci était jugé « manifestement incompétent ». Cette doctrine fut utilisée historiquement pour annexer les états de Satara, Sambalpur, Nagpur, Jhansi et Awadh. L’annexion de ce dernier déclencha la révolte Sepoy de 1857. La doctrine fut abandonnée en 1858 avec l’avènement du Raj britannique. Étant donné l'état pitoyable des affaires du gouvernement en $FROMCOUNTRY$, la Compagnie des indes orientales a ce jour déclaré l’indépendance du pays nulle et non avenue.;The Doctrine of Lapse' war eine politische Verfügung Englands bezüglich der indischen Untertanstaaten, den Fürstenstaaten. Sie besagte, dass jede dieser Nationen sofort von der British East India Company annektiert werden konnte, wenn der Herrscher ohne direkten Nachfolger starb, oder wenn er als 'offenkundig inkompetent' befunden wurde. Historisch wurde die Doktrin zur Annektierung der Staaten Satara, Sambalpur, Nagpur, Jhansi und Awadh eingesetzt, wobei letztere den Sepoy-Aufstand von 1857 entfachte. Die Doktrin wurde 1858 durch die Etablierung des British Raj aufgehoben. Aufgrund der tragischen Lage der Regierung von $FROMCOUNTRY$ hat die East India Company die Unabhängigkeit dieses Landes für null und nichtig erklärt.;;La 'doctrina del lapso' fue una política británica relativa a las naciones sometidas de la India, los Principados, que afirmaba que tales estados podían ser anexionados inmediatamente por la Compañía Británica de las Indias Orientales en caso de que su soberano muriera sin herederos directos o demostrase ser 'manifiestamente incompetente'. La doctrina se utilizó históricamente para anexionar los principados de Satara, Sambalpur, Nagpur, Jhansi y Awadh. Este último caso fue una de las chispas que inflamó la Revuelta de los Cipayos de 1857. La doctrina quedó repudiada con el establecimiento del Raj británico en 1858. Debido al trágico estado de las cosas en el gobierno de $FROMCOUNTRY$, la Compañía de las Indias Orientales ha declarado hoy anulada la independencia de este país.;;;;;;;;;x;;
EVTOPTA13358;Excelente!;Excellent !;Hervorragend!;;¡Excelente!;;;;;;;;;x;;
EVTOPTB13358;Bah, mais território inútil.;Bof, encore des territoires inutiles.;Pah, noch mehr nutzloses Territorium.;;Bah, más territorio inútil.;;;;;;;;;x;;
RUS_absolute_monarchy;O Império Russo;Empire russe;Russisches Zarenreich;;El Imperio Ruso;;;;;;;;;x;;
RUS_prussian_constitutionalism;O Império Russo;Empire russe;Russisches Zarenreich;;El Imperio Ruso;;;;;;;;;x;;
ENG_absolute_monarchy;O Império Britânico;Empire britannique;Britisches Königreich;;El Imperio Británico;;;;;;;;;x;;
ENG_prussian_constitutionalism;O Império Britânico;Empire britannique;Britisches Königreich;;El Imperio Británico;;;;;;;;;x;;
GER_absolute_monarchy;O Império Alemão;Empire allemand;Deutsches Kaiserreich;;El Imperio Alemán;;;;;;;;;x;;
GER_prussian_constitutionalism;O Império Alemão;Empire allemand;Deutsches Kaiserreich;;El Imperio Alemán;;;;;;;;;x;;
the_vega_expedition_title;A Expedição Vega;L’expédition Vega;Die Vega-Expedition;;La expedición Vega;;;;;;;;;x;;
the_vega_expedition_desc;Entre 1878 e 1880, Adolf Erik Nordenskiöld, com o apoio financeiro do rei Oscar II, tornou-se a primeira pessoa a circunavegar toda a Eurásia, com sua expedição Vega. Embora a existência da passagem do Nordeste tenha sido confirmadadesde meados do século, Nordenskiöld foi o primeiro a atravessá-la e seu retorno a Estocolmo em 1880 foi muito celebrado.;En 1878-80 Adolf Erik Nordenskiöld, avec le soutien financier du roi Oscar II, est devenu le premier navigateur à faire le tour de l’ensemble continental euro-asiatique lors de son expédition Vega. L’existence du passage du nord-est était confirmée depuis la moitié du XIXe siècle, mais Nordenskiöld fut le premier à l’emprunter. Son retour à Stockholm en 1880 fut largement fêté.;Adolf Erik Nordenskiöld umschiffte mit finanzieller Unterstützung von König Oskar II. mit seiner Vega-Expedition von 1878-80 als erster Mensch die gesamte eurasische Landmasse. Obwohl die Existenz der Nordostpassage schon seit Mitte des Jahrhunderts bestätigt war, befuhr sie Nordenskiöld als erster. Seine Rückkehr nach  Stockholm im Jahr 1880 wurde ausgiebig gefeiert.;;Entre 1878 y 1880, Adolf Erik Nordenskiöld, con el apoyo financiero del rey Oscar II, se convirtió en la primera persona que circunnavegaba la totalidad de Eurasia, con su expedición Vega. Aunque la existencia del paso del Noreste estaba confirmada desde al menos mediados de siglo, Nordenskiöld fue el primero que logró cruzarlo y su regreso a Estocolmo en 1880 fue muy celebrado.;;;;;;;;;x;;
ENG_2068;Zambezi;Zambèze;Sambesi;;Zambezi;;;;;;;;;x;;
rhodesia_charter_title;Companhia Britânica da África do Sul;British South Africa Company;British South Africa Company;;Compañía Sudafricana Británica;;;;;;;;;x;;
rhodesia_charter_desc;"O BSAC, fundado pelo magnata mineiro Cecil Rhodes, recebeu a sua carta patente real em 1889. A empresa foi modelada aos moldes da Companhia Britânica das Índias Orientais, e foi criada para promover a exploração adicional da África do Sul Central. A área anteriormente conhecida como Zambezi, por causa do rio do mesmo nome, seria mais tarde, durante a era colonial, conhecida como ""Rodésia"", em homenagem ao homem que abriu a região aos interesses britânicos.";La BSAC fut fondée par le magnat de la mine Cecil Rhodes, lorsqu’il reçu sa charte royale en 1889. La compagnie fut construite sur le modèle de la Compagnie des indes orientales et fut mise en place pour promouvoir l’exploitation de l’Afrique centrale et du sud. La région précédemment connue sous le nom de Zambèze, d’après le fleuve du même nom, sera rebaptisée « Rhodésie » lors de la période coloniale, en l’honneur de l’homme qui ouvrit la région aux intérêts britanniques.;Die BSAC wurde vom Bergbau-Magnaten Cecil Rhodes gegründet, und erhielt im Jahr 1889 ihre königliche Satzung. Die Firma war nach dem Vorbild der British East India Company entworfen worden und sollte die weitere Ausbeutung von Süd-Zentralafrika fördern. Diese Region, die vormals Sambesi hieß, wie der gleichnamige Fluss, wurde während der Kolonialzeit zu Ehren des Mannes, der das Gebiet für die britischen Interessen geöffnet hatte, 'Rhodesia' genannt.;;La CSDB, creada por el magnate minero Cecil Rhodes, recibió su carta fundacional de manos de la Corona en 1889. La compañía, creada según el modelo de la Compañía Británica de las Indias Orientales, tenía como objetivo el fomento de la explotación del África central y meridional. El área, conocida hasta entonces como Zambezi por el río del mismo nombre, pasaría a llamarse 'Rhodesia' en honor al hombre que la había abierto a los intereses británicos.;;;;;;;;;x;;
TUR_proletarian_dictatorship;Turquia;Turquie;Türkei;;Turquía;;;;;;;;;x;;
GER_2530;Nova Guiné do Norte;Nouvelle Guinée du nord;Nördliches Neuguinea;;Nueva Guinea Septentrional;;;;;;;;;x;;
AST_2528;Nova Guiné do Sul;Nouvelle guinée du sud;Südliches Neuguinea;;Nueva Guinea Meridional;;;;;;;;;x;;
kaiser_wilhelms_land_title;Kaiser-Wilhelms-Land;Kaiser-Wilhelms-Land;Kaiser-Wilhelms-Land;;Tierra del Kaiser Guillermo;;;;;;;;;x;;
kaiser_wilhelms_land_desc;"Nomeado em homenagem ao imperador alemão, ""Land of Kaiser Wilhelm"" foi o nome dado pelos alemães para a região nordeste da ilha da Nova Guiné, que, juntamente com o arquipélago de Bismarck e outras possessões do Pacífico, constituiu a colônia alemã de Neuguinea. O território, ocupado pelas tropas australianas durante a Primeira Guerra Mundial, ficou sob a administração da Liga das Nações até 1975.";Formé sur le nom de l’empereur d’Allemagne, le « Kaiser-Wilhelms-Land » est le nom allemand de la partie nord-est de la Nouvelle Guinée, qui constitue avec l’archipel Bismarck et d’autres possessions dans le Pacifique, les colonies allemandes de Neuguinea. Ce territoire fut occupé par l’Australie au cours de la Première guerre mondiale, et resta sous mandat de la Ligue des Nations jusqu’en 1975.;Kaiser-Wilhelms-Land' war der deutsche Name für den nach dem deutschen Kaiser benannten, nordöstlichen Teil der Insel Neuguinea, die, zusammen mit dem Bismarck-Archipel und anderen Besitztümern im Pazifik die deutsche Kolonie Neuguinea bildete. Das Territorium wurde während des ersten Weltkriegs von australischen Truppen besetzt und stand bis 1975 unter dem Mandat der Vereinten Nationen.;;Llamada así por el emperador alemán, 'Tierra del Kaiser Guillermo' fue el nombre que dieron los alemanes a la región nororiental de la isla de Nueva Guinea, que, junto con el archipiélago Bismarck y otras posesiones del Pacífico constituían la colonia alemana de Neuguinea. El territorio, ocupado por tropas australianas durante la I Guerra Mundial, quedó bajo la administración de la Liga de las Naciones hasta 1975.;;;;;;;;;x;;
megali_idea_title;Idéia Megali;La grande idée;Megali-Idee;;Megali Idea;;;;;;;;;x;;
megali_idea_desc;"A ""Idéia Megali"", a ""grande idéia"", era o conceito irredutível de um grande estado que abrangia toda a nação grega, incluindo especialmente as importantes minorias que viviam na costa ocidental da Ásia Menor. Este conceito, onipresente nas relações entre o decadente Império Otomano e a Grécia ao longo do século XIX, estava prestes a se cristalizar no Tratado de Sèvres, assinado no final da Primeira Guerra Mundial. No entanto, os grandes territórios concedidos à Grécia neste tratado foram perdidos em sua maior parte na subsequente Guerra Greco-Turca de 1919-1921. Quanto maior, melhor!";L’idée « Megali », la grande idée, est une conception irrédentiste d’une Grande Nation grecque qui rassemblerait tous les peuples d’ethnie grecque, en particulier la substantielle minorité vivant sur la côte occidentale de l’Asie mineure. Cette idée motiva la plupart des interactions de la Grèce ave l'Empire ottoman agonisant au cours du XIXe siècle et l'objectif de création d'une Grande Grèce fut bien près d'être atteint lors de la signature du Traité de Sèvre, à la fin de la Première guerre mondiale. Les vastes portions de territoire que le Traité de Sèvre accorda à la Grèce, furent largement perdues dans la guerre gréco-turque qui suivit entre 1919-1921. Big is beautiful !;"Die 'Megail-Idee"", die Große Idee, war eine irredentistische Vorstellung von einem Großgriechischen Staat, der alle Griechischstämmigen umfassen sollte, besonders die großen griechischen Minderheiten, die an der Westküste Kleinasiens lebten. Dieses Konzept war eine treibende Kraft hinter den griechischen Interaktionen mit dem im Niedergang befindlichen osmanischen Staat während des 19. Jahrhunderts, und im Vertrag von Sèvres, der am Ende des ersten Weltkriegs unterzeichnet wurde, kam man den Zielen der Großen Idee schon sehr nahe. Die weitläufigen Gebiete, die durch den Vertrag von Sèvres erlangt wurden, gingen im griechisch-türkischen Krieg von 1919-21 aber größtenteils wieder verloren.";;La 'Megali Idea', la 'gran idea' fue el concepto irreductible de un gran estado que englobase a toda la nación griega, incluídas especialmente las importantes minorías que vivían en la costa occidental de Asia Menor. Este concepto, omnipresente en las relaciones entre el decadente Imperio Otomano y Grecia a lo largo del siglo XIX, estuvo a punto de cristalizar en el tratado de Sèvres, firmado al final de la Primera Guerra Mundial. Sin embargo, los grandes territorios otorgados a Grecia en este tratado se perdieron en su mayor parte en la posterior guerra Greco-Turca de 1919-21. ¡Cuanto más grande mejor!;;;;;;;;;x;;
DIFFICULTY_LABEL;Dificuldade;Difficulté;Schwierigkeit;;Dificultad;;;;;;;;;x;;
expand_motala_verkstad_title;Motala Verkstad;Motala Verkstad;Motala Verkstad;;Motala Verkstad;;;;;;;;;x;;
