SIEGETHEMREBEL_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x
SIEGETHEMREBEL_1;Sua província está começando a ser ocupada;Leur province est occupée;Ihre Provinz wird belagert werden;;Se ha empezado a ocupar su provincia;;;;;;;;;x
SIEGETHEMREBEL_2;$MONARCHTITLE$, nós começamos a ocupar;$MONARCHTITLE$, nous occupons;$MONARCHTITLE$, wir haben die Belagerung von folgender Provinz begonnen: ;;$MONARCHTITLE$, hemos iniciado la ocupación de;;;;;;;;;x
SIEGETHEMREBEL_3;$PROV$.;$PROV$.;$PROV$.;$PROV$.;$PROV$.;$PROV$.;$PROV$ könnyûszerrel bevehetõ erõdjét.;$PROV$.;;;;;;x
SIEGETHEMREBEL_4;Não demorará muito para que nossas forças o tirem das garras de;Nos forces auront bientôt débarrassé cette province de;Es wird nicht lange dauern, bis unsere Truppen sie;;Nuestras fuerzas no tardarán en arrancarla de las garras de;;;;;;;;;x
SIEGETHEMREBEL_5;$DEFENDER$.;$DEFENDER$.;$DEFENDER$ entrissen haben.;;$DEFENDER$.;;;;;;;;;x
SIEGETHEMREBEL_6;Seu povo está esperando ansiosamente para ser guiado pelo nosso governo.;Sa population attend impatiemment d'être guidée par notre gouvernement.;Sie werden sich auf unsere aufgeklärte Regierung freuen.;;Esperan con anhelo nuestro gobierno.;;;;;;;;;x
SIEGETHEMREBEL_LOG;Nós começamos a ocupar $PROV$.;Nous occupons $PROV$.;Wir haben mit der Belagerung von $PROV$ begonnen.;;Hemos empezado a ocupar $PROV$.;;;;;;;;;x
SIEGETHEMREBEL_BTN1;OK;D'accord;OK;;OK;;;;;;;;;x
SIEGETHEMREBEL_BTN2;OK;D'accord;OK;;OK;;;;;;;;;x
SIEGETHEMREBEL_BTN3;Ir para;Voir;Gehe zu;;Ir allí;;;;;;;;;x
SIEGETHEMREBEL_MAP;*;*;*;;*;;;;;;;;;x
REMOVE_RANDOM_ECO_REFORMS_EFFECT;Remove §R$VAL$§! economic reforms.\n;Suppression de §R$VAL$§! réformes économiques.\n;§R$VAL$§! ökonomische Reformen entfernen.\n;;;;;;;;;;;x
REMOVE_RANDOM_MIL_REFORMS_EFFECT;Remove §R$VAL$§! military reforms.\n;Suppression de §R$VAL$§! réformes militaires.\n;§R$VAL$§! militärische Reformen entfernen.\n;;;;;;;;;;;x
PRODUCTION_FACTORY_PURE_INCOME;Lucro líquido no último dia: $VALUE$;Revenu net du jour dernier : $VALUE$;Reines Einkommen des letzten Tages: $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_MARKET_SPENDINGS;Gastos de mercado: $VALUE$;Dépenses sur les marchés : $VALUE$;Ausgaben auf dem Markt: $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_POP_PAYCHECKS;Remun. - Trabalhadores e Capitalistas: $VALUE$;Rémunérations des travailleurs et du capital : $VALUE$;Gehaltsscheck von Arbeitern und Kapitalisten: $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_TOTAL_BALANCE;Saldo dos últimos dias: $VALUE$;Solde du jour dernier : $VALUE$;Kontostand des Vortags: $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_TODAY_PROFIT;Lucros nos últimos dias: $VALUE$;Profit du jour dernier: $VALUE$;Rentabilität des Vortags: $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_PROFITABILITY;Rentab. Média(últimos $DAYS$ dias): $VALUE$;Profit moyen (derniers $DAYS$ jours) : $VALUE$;Durschnittl. Rentabilität (der letzten $DAYS$ Tage): $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_CURRENT_BUDGET;Orçam. Atual da Fábrica: $VALUE$;Budget actuel des usines : $VALUE$;Derzeitiges Fabrikanlagen-Budget: $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_INVESTMENT;Dos investimentos: $VALUE$;Des investissements : $VALUE$;Aus Investitionen: $VALUE$;;;;;;;;;;;x
PRODUCTION_FACTORY_SUBSIDIES;Dos investimentos: $VALUE$;Des investissements : $VALUE$;Aus Investitionen: $VALUE$;;;;;;;;;;;x
INFLUENCE_OVERFLOW_TOOLTIP;Estamos gastando §Y$VALUE$§! de pontos de influência por dia, para reduzir a influência de outros países.;Nous utilisons chaque jour §Y$VALUE$§! points d'influence pour réduire l'influence des pays étrangers.;Wir verbrauchen jeden Tag §Y$VALUE$§! Einfluss-Punkte, um den Einfluss anderer Länder zu reduzieren. ;;;;;;;;;;;x
TRADE_FLOW_PRODUCED;§YProduzido por:§W;§YProduit par :§W;§YProduziert von:§W;;;;;;;;;;;x
TRADE_FLOW_USED;§YUsado por:§W;§YUtilisé par :§W;§YBenutzt von:§W;;;;;;;;;;;x
TRADE_FLOW_MAY_BE_USED;§YPode ser usado para:§W;§YPeut être utilisé par :§W;§YKann genutzt werden für:§W;;;;;;;;;;;x
TRADE_FLOW_TOTAL_PRODUCED;§YTotal Produzido:§W;§YProduction totale :§W;§YInsgesamt produziert:§W;;;;;;;;;;;x
TRADE_FLOW_TOTAL_USED;§YTotal usado:§W;§YUtilisation totale :§W;§YGesamter Verbrauch:§W;;;;;;;;;;;x
TRADE_FLOW_RGO_NAME;RGOs;EAM;RGOs;;;;;;;;;;;x
TRADE_FLOW_DESC_RGO;Nossos $POP$ estão $ACTION$ $AMOUNT$ de $RESOURCE$ por dia.;Nos $POP$ $ACTION$ $AMOUNT$ $RESOURCE$ par jour.;Unsere $POP$ betragen $ACTION$ $AMOUNT$ $RESOURCE$ pro Tag.;;;;;;;;;;;x
TRADE_FLOW_DESC_RGO_ACTION_MINING;mineração;extraient;Bergbau;;;;;;;;;;;x
TRADE_FLOW_DESC_RGO_ACTION_FARMING;agricultura;produisent;Landwirtschaft;;;;;;;;;;;x
TRADE_FLOW_DESC_ARTISAN;Nossos artesãos estão produzindo $AMOUNT$ de $RESOURCE$ por dia.;Nos artisans produisent $AMOUNT$ de $RESOURCE$ chaque jour.;Unsere Handwerker produzieren $AMOUNT$ $RESOURCE$ pro Tag.;;;;;;;;;;;x
TRADE_FLOW_DESC_FACTORY;Nossa $FACTORY$ em $STATE$ está produzindo $AMOUNT$ de $RESOURCE$ por dia.;Notre $FACTORY$ en $STATE$ produit $AMOUNT$ de $RESOURCE$ par jour.;Unsere $FACTORY$ in $STATE$ produziert $AMOUNT$ $RESOURCE$ pro Tag.;;;;;;;;;;;x
TRADE_FLOW_CONSUME_DESC_ARTISAN;Os artesãos estão usando $AMOUNT$ de $RESOURCE$, para produzir $OUTPUT$.;Les artisans utilisent $AMOUNT$ de $RESOURCE$ pour une producion de $OUTPUT$.;Handwerker verwenden $AMOUNT$ $RESOURCE$, um $OUTPUT$ zu produzieren.;;;;;;;;;;;x
TRADE_FLOW_CONSUME_DESC_RGO;$POP$ estão usando $AMOUNT$ de $RESOURCE$ para produzir $OUTPUT$.;Les $POP$ utilisent $AMOUNT$ de $RESOURCE$ pour une producion de $OUTPUT$.;$POP$ verwenden $AMOUNT$ $RESOURCE$, um $OUTPUT$ zu produzieren.;;;;;;;;;;;x
TRADE_FLOW_CONSUME_DESC_FACTORY;Nossa $FACTORY$ em $STATE$ está usando $AMOUNT$ de $RESOURCE$ como matéria prima e/ou para manutenção.;Notre $FACTORY$ en $STATE$ utilise $AMOUNT$ de $RESOURCE$ comme matière première et/ou pour son entretien.;Unsere $FACTORY$ in $STATE$ verwendet $AMOUNT$ $RESOURCE$ als Eingangs- und/ oder Instandhaltungsvoraussetzungen.;;;;;;;;;;;x
TRADE_FLOW_CONSUME_DESC_POPS;Nossos $POP$ estão usando $AMOUNT$ de $RESOURCE$ como parte de suas necessidades diárias.;Nos $POP$ utilisent $AMOUNT$ de $RESOURCE$ au titre de leurs besoins quotidiens.;Unsere $POP$ verwenden $AMOUNT$ $RESOURCE$ als Teil ihres täglichen Bedarfs.;;;;;;;;;;;x
TRADE_FLOW_CONSUME_DESC_MILITARY;Nossos exércitos estão usando $AMOUNT$ de $RESOURCE$ como consumo diário de suprimentos.;Nos armées utilisent $AMOUNT$ de $RESOURCE$ pour leur ravitaillement quotidien.;Unsere Armee benötigt $AMOUNT$ $RESOURCE$ für ihren täglichen Vorratsverbrauch.;;;;;;;;;;;x
TRADE_FLOW_MAY_USE_MILITARY_DESC;$INPUT$ pode ser usado pelos nossos exércitos como um consumo diário de suprimentos.;$INPUT$ peuvent être utilisés quotidiennement par nos armées pour leur ravitaillement.;$INPUT$ kann von unseren Armeen für ihren täglichen Vorratsverbrauch verwendet werden.;;;;;;;;;;;x
TRADE_FLOW_MAY_USE_DESC;$INPUT$ pode ser usado por $PRODUCER$ para produzir $OUTPUT$.;$INPUT$ peuvent être utilisés par les $PRODUCER$ pour une production de $OUTPUT$.;$INPUT$ kann durch $PRODUCER$ verwendet werden, um $OUTPUT$ zu produzieren.;;;;;;;;;;;x
TRADE_FLOW_MILITARY_SUPPLY;Consumo Militar;Consommation militaire;Militärischer Verbrauch;;;;;;;;;;;x
TRADE_FLOW_CURRENT_PRICE;Preço atual:;Prix courant :;Derzeitiger Preis:;;;;;;;;;;;x
TRADE_FLOW_DETAILS;Detalhes;Détail;Details;;;;;;;;;;;x
TRADE_FLOW_PART_OF_WORLD_PROD;§Y$PERC$%§W da produção mundial.;§Y$PERC$ %§W de la production mondiale.;§Y$PERC$%§W der Weltproduktion.;;;;;;;;;;;x
EMIGRATION_AT_PROVINCE_TOOLTIP;(§R$TOTALEMI$§!) §YEmigrações para:§!\n$EMILIST$\n(§G$TOTALIMM$§!) §YImigrantes de:§!\n$IMMLIST$;(§R$TOTALEMI$§!) §YÉmigration vers §!\n$EMILIST$\n(§G$TOTALIMM$§!) §YImmigration de §!\n$IMMLIST$;(§R$TOTALEMI$§!) §YAuswanderer nach:§!\n$EMILIST$\n(§G$TOTALIMM$§!) §YEinwanderer von:§!\n$IMMLIST$;;;;;;;;;;;x
NO_MIGRATIONS_FOUND1_TOOLTIP;Província pertence a: §Y$COUNTRY$§!;La Province appartient à : §Y$COUNTRY$§!;Provinz gehört zu: §Y$COUNTRY$§!;;;;;;;;;;;x
NO_MIGRATIONS_FOUND2_TOOLTIP;Nenhuma migração entre os países foi notada.;Aucune migration relevée entre pays;Es konnte keine Abwanderung zwischen Ländern festgestellt werden.;;;;;;;;;;;x
NO_MIGRATIONS_FOUND3_TOOLTIP;(Selecione a província para ver detalhes);(Sélectionner une province pour voir les détails);(Für weitere Details, wähle eine Provinz);;;;;;;;;;;x
PROVINCE_VIEW_BUILD_ALL_TOOLTIP;(Clique + CTRL para construir em todas as províncias do estado);(Clic + Ctrl pour construire dans toutes les provinces de l'État);(Klick + CTRL, um in allen Provinzen des Staates zu bauen);;;;;;;;;;;x
EMIGRATION_ENTRY_TOOLTIP;§R$NUM$§! Para §Y$PROV$§!;§R$NUM$§! vers §Y$PROV$§!;§R$NUM$§! nach §Y$PROV$§!;;;;;;;;;;;x
IMMIGRATION_ENTRY_TOOLTIP;§G$NUM$§! de §Y$PROV$§!;§G$NUM$§! de §Y$PROV$§!;§G$NUM$§! von §Y$PROV$§!;;;;;;;;;;;x
CB_GENERATION_SPEED_BONUS_ON_COLONY_COMPETITION;Competindo com §Y$COUNTRY$§! para colonizar §Y$REGION$§!, bônus de velocidade §Y$BONUS$§!.;Compétition avec §Y$COUNTRY$§! pour coloniser §Y$REGION$§!, bonus de vitesse de §Y$BONUS$§!.;Tretet gegen §Y$COUNTRY$§! an, um §Y$REGION$§! Zu kolonisieren, Geschwindigkeitsbonus §Y$BONUS$§!.;;;;;;;;;;;x
CB_GENERATION_BONUS_TOOLTIP;O bônus de velocidade de geração de CB §Y$BONUS$§! entre países concorrentes: §Y$COUNTRIES$§!;Bonus de vitesse de génération des CB de §Y$BONUS$§! entre les pays concurrents : §Y$COUNTRIES$§!;Der CB Generationen-Geschwindigkeitsbonus §Y$BONUS$§! bei einem Kampf zwischen: §Y$COUNTRIES$§!;;;;;;;;;;;x
CB_GENERATION_BONUS_TROOPS_PRESENCE_TOOLTIP;(§Y$BONUS$§! pela presença de tropas adversárias);(§Y$BONUS$§! du fait de la présence de troupes ennemies);(§Y$BONUS$§! für die Anwesenheit gegnerischer Truppen);;;;;;;;;;;x
CB_GENERATION_BONUS_OPPONENT_TROOPS_PRESENCE;(§Y$BONUS$§! para §Y$FOR$§! contra §Y$AGAINST$§! pela presença de suas tropas);(§Y$BONUS$§! pour §Y$FOR$§! contre §Y$AGAINST$§! du fait de la présence de leurs troupes);(§Y$BONUS$§! für §Y$FOR$§! gegen §Y$AGAINST$§! für die Gegenwart ihrer Truppen);;;;;;;;;;;x
MODIFIER_CB_GENERATION_SPEED_MODIFIER;Velocidade de aquisição CB;Vitesse d'obtention des Casus Belli;Casus Belli Beschaffungsgeschwindigkeit;;;;;;;;;;;x
NOT_CONSTRUCTING_CASUS_BELLI_AGAINST;Não adquirindo justificativa de guerra contra;Pas d'obtention de Casus Belli contre ;Keine Kriegsrechtfertigung beschafft gegen:;;;;;;;;;;;x
MODIFIER_MOBILIZATION_IMPACT;Impacto da Mobilização;Impact de la mobilisation;Mobilisationsauswirkung;;;;;;;;;;;x
MOBILIZATION_IMPACT_LIMIT_DESC;O impacto na mobilização de §Y$IMPACT$§! da política de guerra §Y$POLICY$§! limita o número de unidades mobilizadas para §Y$UNITS$§!.;L'impact sur la mobilisation de §Y$IMPACT$§! de la politique de guerre §Y$POLICY$§! limite le nombre d'unités mobilisées à §Y$UNITS$§!.;Mobilisationsauswirkung §Y$IMPACT$§! der §Y$POLICY$§! Kriegsregelung, schränkt die Menge der mobilisierten Einheiten auf §Y$UNITS$§! ein.;;;;;;;;;;;x
MOBILIZATION_IMPACT_LIMIT_DESC2;(Quantidade atual de regimentos levantados: §Y$CURR$§!, multiplicado por §Y$IMPACT$§!);(Nombre actuel de régiments levés §Y$CURR$§! par §Y$IMPACT$§!);(Gegenwärtige Anzahl aufgestellter Regimente §Y$CURR$§! by §Y$IMPACT$§!);;;;;;;;;;;x
CONSTRUCTING_CASUS_BELLI_AGAINST;Adquirindo CB contra;Obtention d'un casus belli contre ;Beschaffung einer Kriegsrechtfertigung gegen:;;;;;;;;;;;x
TRIGGER_CB_CREATION_NOT_DISCOVERED;Nenhuma produção de CB;Pas de production de CB;Kriegsrechtfertigungen werden nicht produziert;;;;;;;;;;;x
TRIGGER_CB_CREATION_DISCOVERED;Está tentando produzir uma CB;Tentative de produire un CB;Versuchen, eine Kriegsrechtfertigung zu entwickeln;;;;;;;;;;;x
TRIGGER_CB_PROGRESS_LESS;Progresso do CB: §Y$PERCENTAGE$§W;Progression de CB : §Y$PERCENTAGE$§W;Fortschritt der Kriegsrechtfertigung: §Y$PERCENTAGE$§W;;;;;;;;;;;x
TRIGGER_CB_PROGRESS_ATLEAST;Progresso do CB a abaixo de: §Y$PERCENTAGE$§W;Progression de CB en dessous de §Y$PERCENTAGE$§W;Fortschritt der Kriegsrechtfertigung unter: §Y$PERCENTAGE$§W;;;;;;;;;;;x
TRIGGER_IS_CONSTRUCTING_CB;Adquirindo CB para: §Y$TYPE$§W;Obtention de CB pour §Y$TYPE$§W;Beschaffung einer Kriegsrechtfertigung für: §Y$TYPE$§W;;;;;;;;;;;x
TRIGGER_IS_NOT_CONSTRUCTING_CB;Não adquirir CB para: §Y$TYPE$§W;Pas d'obtention de CB pour §Y$TYPE$§W;Keine Beschaffung einer Kriegsrechtfertigung für: §Y$TYPE$§W;;;;;;;;;;;x
NEED_RELATION_LESS;As relações são muito altas, precisamos estar abaixo de §Y$LIMIT$§W, mas atualmente estamos em §Y$VAL$§W;Les relations sont trop bonnes, nous avons besoin d'être en-dessous de §Y$LIMIT$§W mais sommes à §Y$VAL$§W;Die Beziehungen sind zu gut,  wir müssen unter §Y$LIMIT$§W kommen, sind jedoch bei §Y$VAL$§W;;;;;;;;;;;x
ALREADY_MAKING_CB;Já estamos preparando um CB com o §Y$TARGET$§W;Nous sommes déjà en train de préparer un CB contre §Y$TARGET$§W;Wir bereiten gerade eine Rechtfertigung für einen Krieg mit §Y$TARGET$§W vor;;;;;;;;;;;x
MAKE_CB_BUTTON;Justificar a Guerra;Justifier la guerre;Krieg rechtfertigen;;;;;;;;;;;x
MAKE_CB_DESC;Produzir um CB para a guerra com eles;Produire un CB pour une guerre contre eux;Entwickelt eine Rechtfertigung für einen Krieg mit ihnen;;;;;;;;;;;x
MAKE_CBTITLE;Justificar a Guerra;Justifier la guerre;Rechtfertigt den Krieg;;;;;;;;;;;x
MAPMODE_11;Produção - RGO;Production Agricole et Minière;RGO Ausgang;;;;;;;;;;;x
MAPMODE_12;Densidade Populacional;Densité de population;Bevölkerungsdichte;;;;;;;;;;;x
MAPMODE_13;Nacionalidade;Nationalité;Nationalität;;;;;;;;;;;x
MAPMODE_14;Esfera de Influência;Sphère d'influence;Einflussbereich;;;;;;;;;;;x
MAPMODE_15;Limite de Fornecimento;Limite de ravitaillement;Vorratslimit;;;;;;;;;;;x
MAPMODE_16;Fidelidade Partidária;Loyauté partisane;Parteiloyalität;;;;;;;;;;;x
MAPMODE_17;Ranking;Rang;Rangliste;;;;;;;;;;;x
MAPMODE_18;Migrações;Migrations;Abwanderung;;;;;;;;;;;x
MAPMODE_20;Relações;Relations;Beziehungen;;;;;;;;;;;x
WORLD_RANKING;Ranking mundial:;Rang mondial :;Weltrangliste:;;;;;;;;;;;x
WORLD_RANKING_SECONDARY_POWER;§Y$COUNTRY$§W é uma Potência Secundária.;§Y$COUNTRY$§W est une puissance secondaire.;§Y$COUNTRY$§W ist eine zweirangige Macht.;;;;;;;;;;;x
POPULATION_DENSITY_AT_PROVINCE;População total em §Y$PROV$§W:;Population totale en §Y$PROV$§W :;Gesamtbevölkerung in §Y$PROV$§W:;;;;;;;;;;;x
NATIONALITY_MAJORITY_AT_PROVINCE;A maioria nacional em §Y$PROV$§W são:;La majorité nationale en §Y$PROV$§W est :;Die nationale Mehrheit in §Y$PROV$§W haben:;;;;;;;;;;;x
SPHERE_OF_INFL_GREAT_POWER;§Y$COUNTRY$§W ié uma Grande Potência.;§Y$COUNTRY$§W est une grande puissance.;§Y$COUNTRY$§W ist eine große Macht.;;;;;;;;;;;x
SPHERE_OF_INFL_IS_IN_SPHERE;§Y$COUNTRY1$§W iestá na esfera do(a) §Y$COUNTRY2$§W.;§Y$COUNTRY1$§W est dans la sphère de §Y$COUNTRY2$§W.;§Y$COUNTRY1$§W befindet sich im Wirkungsbereich von §Y$COUNTRY2$§W.;;;;;;;;;;;x
SPHERE_OF_INFL_IS_INFL_BY;§Y$COUNTRY$§W é influenciado por:;§Y$COUNTRY$§W est influencé par : ;§Y$COUNTRY$§W wird beeinflusst von:;;;;;;;;;;;x
PARTY_LOYALTY_EFFECT_DESC;A lealdade para com o §Y$PARTY$§W em §Y$PROV$§W será $OPERATOR$ §Y$VALUE$§W.;La loyauté au §Y$PARTY$§W en §Y$PROV$§W sera de $OPERATOR$ §Y$VALUE$§W.;Die Loyalität gegenüber §Y$PARTY$§W in §Y$PROV$§W wird $OPERATOR$ §Y$VALUE$§W sein.;;;;;;;;;;;x
PARTY_LOYALTY_EFFECT_OPERATOR_ADD;aumentado por;augmenté de;erhöht um;;;;;;;;;;;x
PARTY_LOYALTY_EFFECT_OPERATOR_REM;diminuído por;diminué de;gesunken um;;;;;;;;;;;x
PARTY_LOYALTY_EFFECT_OPERATOR_MUL;multiplicado por;multiplié par;multipliziert um;;;;;;;;;;;x
PARTY_LOYALTY_EFFECT_OPERATOR_SET;definido como;fixé à;gesetzt auf;;;;;;;;;;;x
PARTY_LOYALTY_DESC_HEADER;Fidelidade Partidária em §Y$PROV$§W:;Loyauté du parti en §Y$PROV$§W :;Parteiloyalität in §Y$PROV$§W:;;;;;;;;;;;x
PARTY_LOYALTY_DESC_NEUTRAL;Neutro;Neutre;Neutral;;;;;;;;;;;x
PARTY_POPULARITY;Popularidade do partido;Popularité du parti;Partei-Beliebtheit;;;;;;;;;;;x
PRICE_HISTORY_TIME_RANGE;Últimos $MONTHS$ meses;Derniers $MONTHS$ mois;Letzte $MONTHS$ Monate;;;;;;;;;;;x
party_loyalty_focus;Fidelidade Partidária;Loyauté du parti;Parteiloyalität;;;;;;;;;;;x
fascist_focus;Lealdade partidária para com §Yfascistas§! ;Loyauté envers le parti §Yfasciste§! ;Parteiloyalität gegenüber §Yfascist§! ;;;;;;;;;;;x
reactionary_focus;Lealdade partidária para com §Yreacionários§! ;Loyauté envers le parti §Yréactionnaire§! ;Parteiloyalität gegenüber §Yreactionary§! ;;;;;;;;;;;x
conservative_focus;Lealdade partidária para com §Yconservadores§! ;Loyauté envers le parti §Yconservateur§! ;Parteiloyalität gegenüber §Yconservative§! ;;;;;;;;;;;x
socialist_focus;Lealdade partidária para com §Ysocialistas§! ;Loyauté envers le parti §Ysocialiste§! ;Parteiloyalität gegenüber §Ysocialist§! ;;;;;;;;;;;x
communist_focus;Lealdade partidária para com §Ycomunistas§! ;Loyauté envers le parti §Ycommuniste§! ;Parteiloyalität gegenüber §Ycommunist§! ;;;;;;;;;;;x
liberal_focus;Lealdade partidária para com §Yliberais§! ;Loyauté envers le parti §Ylibéral§! ;Parteiloyalität gegenüber §Yliberal§! ;;;;;;;;;;;x
anarcho_liberal_focus;Lealdade partidária para com §Yanarco-liberais§! ;Loyauté envers le parti §Ylibertaire§! ;Parteiloyalität gegenüber §Yanarcho-liberal§! ;;;;;;;;;;;x
NATIONAL_FOCUS_PARTY_LOYALTY_DESC;Mudança de lealdade diária: §Y$VAL$§W.;Loyauté évoluant de §Y$VAL$§W par jour.;Tägliche Änderung der Loyalität um: §Y$VAL$§W.;;;;;;;;;;;x
PARTY_WITH_IDEOLOGY_NOT_EXIST;Não há partido ativo com a ideologia §Y$IDEOLOGY$§W.;Il n'y a pas de parti actif avec l'idéologie §Y$IDEOLOGY$§W;Es gibt keine aktive Partei mit einer §Y$IDEOLOGY$§W Weltanschauung.;;;;;;;;;;;x
NATIONAL_FOCUS_PARTY_LOYALTY_EFFECT;Por parte do foco nacional, muda diariamente $VAL$ para com $PARTY$.;Par l'effet de la cause nationale, évolution quotidienne de $VAL$ envers $PARTY$.;Seitens des nationalen Fokus, tägliche Änderung $VAL$ in Richtung $PARTY$.;;;;;;;;;;;x
SUBSTATE_OF_NOCOLOR;Subestado de;Sous-État de;Unterstaat von;;;;;;;;;;;x
SUBSTATE;Subestado;Sous-État;Unterstaat ;;;;;;;;;;;x
SUBSTATE_JOIN_WAR_DESC;é um subestado do(a) §Y$COUNTRY$§W e sempre entrará em suas guerras.;est un sous-état de §Y$COUNTRY$§W et se joidra toujours à ses guerres.;ist ein Unterstaat von §Y$COUNTRY$§W und wird immer an dessen Kriegen teilnehmen. ;;;;;;;;;;;x
IS_NOT_SUBSTATE_OF;NÃO é um subestado de;N'est pas un Sous-État de ;Ist KEIN Unterstaat von;;;;;;;;;;;x
IS_SUBSTATE_OF;É um subestado de;Est un Sous-État de ;Ist ein Unterstaat von;;;;;;;;;;;x
IS_NOT_SUBSTATE;NÃO é um subestado;N'est pas un Sous-État;Ist KEIN Unterstaat  ;;;;;;;;;;;x
IS_SUBSTATE;É um subestado;Est un Sous-État;Ist ein Unterstaat;;;;;;;;;;;x
ANY_SUBSTATE;Qualquer subestado de;Un Sous-État de;Irgendeinen Unterstaat von;;;;;;;;;;;x
acquire_substate_region;Adquirir a região do subestado;Acquérir une région comme Sous-État;Beschafft eine Unterstaatsregion;;;;;;;;;;;x
acquire_substate_region_desc;Adquira uma região do §Ysubstate§W inimigo;Acquérir une région d'un §YSous-État§W ennemi;Beschafft eine Region des Feindes §Ysubstate§W;;;;;;;;;;;x
acquire_substate_region_short;Adquira $STATE$;Prendre $STATE$;$STATE$ erobern;;Adquirir $STATE$;;;;;;;;;x
acquire_substate_region_setup;Adquira $STATE$ de $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erobern.;;Adquirir $STATE$ de manos de $RECIPIENT$;;;;;;;;;x
become_independent;Tornar-se independente;Devenir indépendant;Werdet unabhängig;;;;;;;;;;;x
become_independent_short;$ACTOR$ foi libertado de $RECIPIENT$;$ACTOR$ est libéré de $RECIPIENT$;$ACTOR$ wird von $RECIPIENT$ befreit;;;;;;;;;;;x
become_independent_setup;$ACTOR$ foi libertado de $RECIPIENT$ e se torna independente.;$ACTOR$ est libéré de $RECIPIENT$ et devient indépendant.;$ACTOR$ wird von $RECIPIENT$ befreit und wird unabhängig. ;;;;;;;;;;;x
#become_independent_desc;Tornar-se independente.;Devenir indépendant.;Werdet unabhängig.;;;;;;;;;;;x
make_puppet;Fazer fantoche;Créer un pays satellite;Erschafft eine Marionette;;;;;;;;;;;x
make_puppet_short;$RECIPIENT$ torna-se um fantoche de $ACTOR$;$RECIPIENT$ devient satellite de $ACTOR$;$RECIPIENT$ wird eine Marionette von $ACTOR$;;;;;;;;;;;x
make_puppet_setup;$RECIPIENT$ torna-se um fantoche de $ACTOR$;$RECIPIENT$ devient satellite de $ACTOR$;$RECIPIENT$ wird eine Marionette von $ACTOR$;;;;;;;;;;;x
make_puppet_desc;Torne-se um fantoche;Devenir un satellite;Werdet eine Marionette;;;;;;;;;;;x
RALLY_POINT_INFO;Se você habilitar o §Yponto de encontro§! nesta província, todas as unidades mais próximas seguirão o caminho quando o recrutamento estiver concluído.\n(Consulte o modo de mapa de recrutamento para obter mais detalhes.);Si vous activez le §Ypoint de ralliement§! dans cette province, toutes les unités proches s'y rendront dès qu'elles seront recrutées.\n(Voir la carte de recrutement pour plus de détails);Falls Ihr den §Sammelpunkt§! In dieser Provinz aktiviert, werden sich alle Einheiten aus der Umgebung hierher bewegen, sobald die Rekrutierung abgeschlossen ist.\n(Weitere Details findest du im Rekrutierungs-Kartenmodus.);;;;;;;;;;;x
RALLY_POINT_ENABLE_INFO;Habilitar ou desabilitar esta província como um ponto de encontro.;Activer ou désactiver le point de ralliement de cette province.;Aktiviert oder Deaktiviert diese Provinz als Versammlungspunkt.;;;;;;;;;;;x
RALLY_POINT_MERGE_INFO;Ativar ou Desativar unidades que se fundem no destino.\n(Exércitos se fundirão ao limite de suprimento local.);Activer ou désactiver la fusion des unités à destination.\n(Les armées fusionneront jusqu'à la limite de ravitaillement locale);Aktiviert oder Deaktiviert Einheiten, die an dieser Stelle zusammengeführt werden.\n(Armeen kommen bis zum lokalen Vorratslimit zusammen.);;;;;;;;;;;x
RALLY_POINT_PROVINCE_INFO;$PROV$ é um §Yponto de encontro§!;$PROV$ est un §Ypoint de ralliement§!;$PROV$ ist ein §YSammelpunkt§!;;;;;;;;;;;x
RALLY_POINT_PROVINCE_MERGE_INFO;odas as unidades recrutadas serão mescladas até §Y$LIMIT$§! quando chegar aqui.;Toutes les unités recrutées fusionneront jusqu'à §Y$LIMIT$§! quand elles arriveront ici.;Alle rekrutierten Einheiten werden bis zu einer Menge von §Y$LIMIT$§! zusammengeführt, sobald sie ankommen.;;;;;;;;;;;x
CB_ALLOWED_MAKE_PUPPET;Faça um fantoche;Créer un pays satellite;Erschafft eine Marionette;;;;;;;;;;x;
DIPLOMACY_NEGOTIATE_SUBSTATE;Nós não estamos autorizados a negociar com §YSubstates§W;Nous ne sommes pas autorisés à négocier avec les §Ysous-états§W;Uns ist es nicht gestattet, mit §YUnterstaaten§W zu verhandeln;;;;;;;;;;;x
DIPLOMACY_NEGOTIATE_WE_SUBSTATE;Nós não estamos autorizados a negociar com os países, se somos um §YSubstate§W;Nous ne sommes pas autorisés à négocier avec les autres pays si nous sommes un §Ysous-état§W;Falls wir ein §YUnterstaat§W sind, ist es uns nicht gestattet, mit Ländern zu verhandeln.;;;;;;;;;;;x
