EVTDESC20103;O destino dos $ CRISISTAKER_ADJ $ se tornou uma grande crise internacional. Enquanto o $CRISISTARGET$ controla a área, $CRISISTAKER_ADJ$ rebeldes e patriotas estão fazendo um grande esforço para se libertar do jugo $CRISISTARGET_ADJ$. Como uma Grande Potência, é claro que enviamos um embaixador para discutir o destino de $CRISISTAKER$, infelizmente ele apareceu bêbado na mais recente reunião da cúpula e proclamou que estávamos preparados para resolver a questão dando a todos os outros participantes uma surra se eles não seguirem a nossa decisão. Naturalmente, isso piorou a situação, embora ainda possamos recuar negando suas ações, mas isso seria muito embaraçoso.;;Das Schicksal des $CRISISTAKER_ADJ$en Volkes weitete sich vor Kurzem zu einem internationalen Konflikt aus. Zur Zeit kontrolliert $CRISISTARGET$ die Gegend und die $CRISISTAKER_ADJ$en Rebellen und Patrioten bemühen sich verzweifelt, sich von der $CRISISTARGET_ADJ$en Herrschaft zu befreien. Als Großmacht haben wir natürlich einen Botschafter entsandt, um das Schicksal von $CRISISTAKER$ zu diskutieren, leider hat dieser beim letzten Gipfeltreffen, betrunkener als für gewöhnlich, behauptet, dass wir darauf vorbereitet sind, dieses Problem zu beseitigen, indem er allen anderen Teilnehmern Prügel androhte, wenn sie nicht auf unserer Seite wären. Natürlich sich die Situation dadurch zugespitzt, doch wir können noch zurückrudern und uns von ihm distanzieren, auch wenn das sehr beschämend wäre.;;;;;;;;x;;;;
EVTOPTA20103;Rattle our sabre!;;Lasst unsere Säbel rasseln!;;;;;;;;x;;;;
EVTOPTB20103;Fire the fool!;;Entlasst diesen Narren!;;;;;;;;x;;;;
EVTNAME20104;A Crise em $CRISISAREA$;;Der $CRISISAREA$ Konflikt;;;;;;;;x;;;;
EVTDESC20104;A disputa por mais de $CRISISAREA$ agora se transformou em uma crise internacional. Com as grandes potências tomando partido no assunto, as apostas são subitamente muito mais altas, devemos tentar pressionar nossas reivindicações ou tentar acalmar a situação?;;Der Disput über $CRISISAREA$ ist zu einem nationalen Konflikt eskaliert. Großmächte beziehen Stellung und es steht nun deutlich mehr auf dem Spiel. Sollten wir unsere Ansprüche mit Nachdruck einfordern oder versuchen, die Situation zu beruhigen?;;;;;;;;x;;;;
EVTOPTA20104;É nosso!;;Es gehört uns!;;;;;;;;x;;;;
EVTOPTB20104;Estamos abertos a discussão.;;Wir sind offen für Diskussionen.;;;;;;;;x;;;;
EVTNAME20105;A Crise em $CRISISAREA$ ;;Der $CRISISAREA$ Konflikt;;;;;;;;x;;;;
EVTDESC20105;Os rebeldes do $CRISISTAKER_ADJ$ lutam para se libertar da nossa nação, e $CRISISATTACKER$ os apóia. Só podemos esperar que as forças de $CRISISDEFENDER$ possam nos ajudar em nossa causa. O nosso embaixador deve pedir seu apoio absoluto, ou devemos sugerir uma solução negociada?;;Die  $CRISISTAKER_ADJ$en Rebellen kämpfen, um sich von unserer Nation zu befreien, und $CRISISATTACKER$ unterstützt sie. Wir können nur hoffen, dass die Streitmächte von $CRISISDEFENDER$ uns in unserer Sache unterstützen können. Sollte unser Botschafter $CRISISDEFENDER$ um deren absoluten Rückhalt bitten, oder sollten wir andeuten, dass wir einem verhandelten Vergleich nicht im Wege stehen.;;;;;;;;x;;;;
EVTOPTA20105;Insiste na nossa reivindicação!;;Besteht auf unserem Anspruch!;;;;;;;;x;;;;
EVTOPTB20105;Não vamos brigar por causa disso.;;Lasst uns nicht deswegen kämpfen.;;;;;;;;x;;;;
COLONIZE_PHASE_INTEREST;Estabelecendo interesse;;Interesse etablieren;;;;;;;;x;;;;
COLONIZE_PHASE_INTEREST_DESC;Compete with investment of colonial power. The top two countries when someone gets $LEVELS$ levels ahead go on to next state of competition;;Investiert in den Wettstreit Kolonialmacht. Die zwei besten Länder treten in die nächste Phase des Wettstreits ein, sobald jemand $LEVELS$ Stufen Vorsprung hat.;;;;;;;;x;;;;
COLONIZE_PHASE_INFLUENCE;Competição colonial;;Einfluss sichern;;;;;;;;x;;;;
COLONIZE_PHASE_INFLUENCE_DESC;Dois países competem com o uso do poder colonial até que um lado da influência não tenha nada a opor. Com cada investimento, a tensão no estado aumenta e quando o clima está muito alto, uma crise se inicia.;;Zwei Länder wettstreiten mit Einsatz von Kolonialmacht, bis eine Seite dem Einfluss nichts mehr entgegenzusetzen hat. Mit jeder Investition steigt die Spannung im Staat und wenn die Stimmung zu sehr hochkocht, bricht ein Konflikt aus.;;;;;;;;x;;;;
COLONIZE_PHASE_COLONIZATION;Colonização;;Kolonisierung;;;;;;;;x;;;;
COLONIZE_PHASE_COLONIZATION_DESC;Vencedor das fases anteriores tem $MONTHS$ meses para converter em colônia ou perderá os investimentos.;;Der Gewinner der vorhergehenden Phasen hat  $MONTHS$ Monate, um eine Kolonie zu konvertieren, oder er verliert alle Investitionen.;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_GRACE;$VAL$ (§Y$DAY$§! dias restantes).;;$VAL$ (§Y$DAY$§! Tag(e) verbleiben).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_GRACE_EXPLAIN;Territorial war goals that are at least §G$MIN$%§! fulfilled will gradually add war score to the claimant.\nIf a war goal is not fulfilled after §Ygrace period of $DAYS$ days§! it will instead add war score to the owner. A goal occupied by the claimant and retaken by the owner will gradually revert to §Y0§! score to either side.;;Territoriale Kriegsziele, die wenigstens zu §G$MIN$%§! erfüllt sind, geben dem Anspruchsteller mit der Zeit Kriegspunkte.\nWenn ein Kriegsziel nach einer §YFrist von $DAYS$ Tag(en)§! nicht erfüllt ist, so erhält der Besitzer Kriegspunkte. Ein vom Anspruchssteller besetztes und vom Besitzer zurückerobertes Ziel wird auf beiden Seiten schrittweise die Punkte auf §Y0§! zurücksetzen.;;;;;;;;x;;;;
TICKING_WARSCORE_FULFILL_TERRITORY_WG;§GCumprido quando ocupando pelo menos $MIN$% das províncias do(s) estado(s) alvo(s) deste objetivo de guerra.§!;;§GIst erfüllt, wenn mindestens $MIN$% der Provinzen der Zielstaaten dieses Kriegsziels eingenommen wurden.§!;;;;;;;;x;;;;
TICKING_WARSCORE_FULFILL_TERRITORY_ANY;§GCumprido quando ocupando pelo menos $MIN$% das províncias pertencentes à nação-alvo.§!;;§GIst erfüllt, wenn mindestens $MIN$% der Provinzen im Besitz der Zielnation eingenommen wurden.§!;;;;;;;;x;;;;
TICKING_WARSCORE_FULFILL_BATTLE;§GSerá cumprida se obtivermos uma pontuação de guerra mais alta em batalhas assim que pelo menos §G$BAT$§! forem lutadas.§!;;§GIst erfüllt, wenn wir einen höhere Kriegswertung durch Gefechte bekommen, sobald mindestens §G$BAT$§! gekämpft wurden.§!;;;;;;;;x;;;;
CREATE_PROTECTORATE;Criar Protectorado;;Protektorat erstellen;;;;;;;;x;;;;
JAN;Jan Mayen;Jan Mayen;Jan Mayen;;Jan Mayen;;;;;;;x;;;
JAN_ADJ;Jan Mayen;Jan Mayen;Jan Mayen;;Jan Mayen;;;;;;;x;;;
JAN_liberal;Esquerda ;Venstre;Venstre;;Venstre;;;;;;;;;x;
JAN_conservative;Direita;Høyre;Høyre;;Høyre;;;;;;;;;x;
JAN_socialist;Partido Trabalhista;Arbeiderparti;Arbeiderparti;;Arbeiderparti;;;;;;;;;x;
JAN_anarcho_liberal;Radicais;Radicaux;Radikale;;Radicales;;;;;;;;;x;
JAN_communist;Comunistas;Communistes;Kommunisten;;Comunistas;;;;;;;;;x;
JAN_fascist;Nasjonal Samling;Nasjonal Samling;Nasjonal Samling;;Nasjonal Samling;;;;;;;;;x;
COUNTRYALERT_NO_Colonial;Nada em nossas colônias precisa de atenção.;;Nichts in unseren Kolonien bedarf unserer Aufmerksamkeit.;;;;;;;;x;;;;
COUNTRYALERT_NO_Crisis;Nenhuma crise atual.;;Kein aktueller Konflikt.;;;;;;;;x;;;;
COUNTRYALERT_Crisis;A crise atual está a uma temperatura de §Y$TEMPERATURE$§!;;Aktuelle Konflikttemperatur: §Y$TEMPERATURE$§!;;;;;;;;x;;;;
HAS_GOODS_IN_STATE;Produzindo $GOODS$ no estado.;;Produziert $GOODS$ im Staat.;;;;;;;;x;;;;
HAS_NO_GOODS_IN_STATE;Não está produzindo $GOODS$ no estado.;;Produziert kein(e) $GOODS$ im Staat.;;;;;;;;x;;;;
MILITARY_MOBILIZE_CRISIS_IMPACT;§REnquanto estiver em Crise, a mobilização aumentará a temperatura e levará à guerra!!§!;;§RWährend man sich auf einer Seite in einem Konflikt befindet, wird die Mobilisierung die Temperatur erhöhen und zum Krieg führen!§!;;;;;;;;x;;;;
NORMAL_WAR_LIBERATE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Freedom;$ORDER$$FIRST$ guerre de libération $COUNTRY_ADJ$;$ORDER$$FIRST$-$COUNTRY_ADJ$er Freiheitskrieg;;$ORDER$ Guerra $FIRST$ de liberación $COUNTRY_ADJ$;;;;;;;;;x;
AGRESSION_WAR_LIBERATE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Liberation;;$ORDER$$FIRST$-$COUNTRY_ADJ$er Befreiungskrieg;;;;;;;;x;;;;
CANT_COLONIZE;§RNão é possível colonizar:§!;;§RKolonisierung nicht möglich:§!;;;;;;;;x;;;;
COLONIZE_LAST_INVESTMENT;Acabamos de investir nesta área. O próximo investimento poderá ser feito após §Y$DATE$§!;;Wir haben gerade erst in diese Gegend investiert. Nächste Investition möglich nach §Y$DATE$§! ;;;;;;;;x;;;;
COLONY_INVEST_COST;Custo do investimento: §Y$COST$§! de Poder colonial;;Investitionskosten: §Y$COST$§! Kolonialmacht;;;;;;;;x;;;;
COLONY_INVEST_COST_LACK;Custo do investimento: §R$COST$§! de Poder colonial;;Investitionskosten: §R$COST$§! Kolonialmacht;;;;;;;;x;;;;
COLONIAL_INVESTMENT;Atualmente investido: §R$VALUE$§!;;Aktuell investiert: §R$VALUE$§!;;;;;;;;x;;;;
COLONIAL_MAINTENANCE;Power tied up in maintenance: §R$VALUE$§!;;Durch Versorgung gebundene Kolonialmacht: §R$VALUE$§!;;;;;;;;x;;;;
AVAILABLE_COLONIAL_POWER;Disponível: §Y$VALUE$§!;;Verfügbar: §Y$VALUE$§!;;;;;;;;x;;;;
PW_PROTECTORATE;Protetorado;;Protektorat;;;;;;;;x;;;;
D01;O Reino de $REGION$;;Das Königreich von $REGION$;;;;;;;;x;;;;
D01_ADJ;Reis;;königstreu;;;;;;;;x;;;;
D02;A Confederação de $REGION$;;Die Konföderation von $REGION$;;;;;;;;x;;;;
D02_ADJ;Confederado;;konföderiert;;;;;;;;x;;;;
D03;Comunidade de $REGION$;;Commonwealth von $REGION$;;;;;;;;x;;;;
D03_ADJ;Comunidade;;Commonwealth-;;;;;;;;x;;;;
D04;A República de $REGION$;;Die Republik von $REGION$;;;;;;;;x;;;;
D04_ADJ;Republicano;;republikanisch;;;;;;;;x;;;;
D05;O Estado de $REGION$;;Der $REGION$-Staat;;;;;;;;x;;;;
D05_ADJ;Estado;;staatlich;;;;;;;;x;;;;
D06;República Popular da $REGION$;;Die Volksrepublik von $REGION$;;;;;;;;x;;;;
D06_ADJ;Republicano;;republikanisch;;;;;;;;x;;;;
D07;O Estado Livre de $REGION$;;Der Freistaat von $REGION$;;;;;;;;x;;;;
D07_ADJ;Estado Livre;;freistaatlich;;;;;;;;x;;;;
D08;O Grande Estado de $REGION$;;Der Großstaat von $REGION$;;;;;;;;x;;;;
D08_ADJ;Grandstator;;großstaatlich;;;;;;;;x;;;;
D09;O Estado de $REGION$;;Der Staat von $REGION$;;;;;;;;x;;;;
D09_ADJ;Estado ;;staatlich;;;;;;;;x;;;;
D10;O Principado de $REGION$;;Das Fürstentum von $REGION$;;;;;;;;x;;;;
D10_ADJ;Principesco;;fürstlich;;;;;;;;x;;;;
D11;República Democrática do $REGION$;;Die Demokratische Republik von $REGION$;;;;;;;;x;;;;
D11_ADJ;Republicano;;depublikanisch;;;;;;;;x;;;;
D12;A União DE $REGION$;;Die $REGION$-Union;;;;;;;;x;;;;
D12_ADJ;Unionite;;Unions-;;;;;;;;x;;;;
D13;O Reino de $REGION$;;Das $REGION$-Königreich;;;;;;;;x;;;;
D13_ADJ;Reis;;königstreu;;;;;;;;x;;;;
D14;O Domínio de $REGION$;;Das Dominion von $REGION$;;;;;;;;x;;;;
D14_ADJ;Domínio;;Dominions-;;;;;;;;x;;;;
D15;O Grão-Ducado do $REGION$;;Das Großherzogtum von $REGION$;;;;;;;;x;;;;
D15_ADJ;Grão-Duque;;großherzogstreu;;;;;;;;x;;;;
D16;A Nação de $REGION$;;Die $REGION$-Nation;;;;;;;;x;;;;
D16_ADJ;National;;national;;;;;;;;x;;;;
D17;A Federação de $REGION$ ;;Die $REGION$-Föderation;;;;;;;;x;;;;
D17_ADJ;Federação;;Föderations-;;;;;;;;x;;;;
D18;Os Estados Unidos da $REGION$;;Die Vereinigten Staaten von $REGION$;;;;;;;;x;;;;
D18_ADJ;União;;Unions-;;;;;;;;x;;;;
D19;A União Democrática de $REGION$;;Die Demokratische Union von $REGION$;;;;;;;;x;;;;
D19_ADJ;União;;Unions-;;;;;;;;x;;;;
D20;O Principado de $REGION$;;Das Fürstentum von $REGION$;;;;;;;;x;;;;
D20_ADJ;Principesco;;fürstlich;;;;;;;;x;;;;
D21;A União de $REGION$;;Die Union von $REGION$;;;;;;;;x;;;;
D21_ADJ;Unionite;;Unions-;;;;;;;;x;;;;
D22;República Popular Democrática do $REGION$;;Die Demokratische Volksrepublik von $REGION$;;;;;;;;x;;;;
D22_ADJ;PDR;;demokratisch-republikanisch;;;;;;;;x;;;;
D23;A Área de $REGION$;;Das $REGION$-Gebiet;;;;;;;;x;;;;
D23_ADJ;Areon;;ortsansässig;;;;;;;;x;;;;
D24;A União Gloriosa de $REGION$;;Die Glorreiche Union von $REGION$;;;;;;;;x;;;;
D24_ADJ;Glorioso;;glorreich;;;;;;;;x;;;;
D25;$REGION$ Poderosa ;;Das mächtige Gebiet von $REGION$;;;;;;;;x;;;;
D25_ADJ;Poderosa;;mächtig;;;;;;;;x;;;;
D26;O Estado Livre de $REGION$;;Der $REGION$-Freistaat;;;;;;;;x;;;;
D26_ADJ;Estado Livre;;freistaatlich;;;;;;;;x;;;;
D27;A Comunidade de $REGION$;;$REGION$-Commonwealth;;;;;;;;x;;;;
D27_ADJ;Comunidade;;Commonwealth-;;;;;;;;x;;;;
D28;A Confederação de $REGION$;;Die $REGION$-Konföderation;;;;;;;;x;;;;
D28_ADJ;Confederado;;konföderiert;;;;;;;;x;;;;
D29;O Povo Livre de $REGION$;;Das Freie Volk von $REGION$;;;;;;;;x;;;;
D29_ADJ;Povo Livre;;frei;;;;;;;;x;;;;
D30;A República de $REGION$ ;;Die $REGION$-Republik;;;;;;;;x;;;;
D30_ADJ;Republicano;;republikanisch;;;;;;;;x;;;;
D31;A Santa União de $REGION$;;Die Heilige Union von $REGION$;;;;;;;;x;;;;
D31_ADJ;Fanático;;zelotisch;;;;;;;;x;;;;
D32;A União Popular de $REGION$;;Die Volks-Union von $REGION$;;;;;;;;x;;;;
D32_ADJ;Unionite;;Unions-;;;;;;;;x;;;;
D33;Os Estados Federais de $REGION$;;Die Föderationsstaaten von $REGION$;;;;;;;;x;;;;
D33_ADJ;Federação;;Föderations-;;;;;;;;x;;;;
D34;O Estado Federal de $REGION$;;Der $REGION$-Föderationsstaat;;;;;;;;x;;;;
D34_ADJ;Federação;;Föderations-;;;;;;;;x;;;;
D35;O Confederado de $REGION$;;Die $REGION$-Konföderation;;;;;;;;x;;;;
D35_ADJ;Confederado;;konföderiert;;;;;;;;x;;;;
D36;A Federação de $REGION$;;Die $REGION$-Föderation;;;;;;;;x;;;;
D36_ADJ;Federação;;Föderations-;;;;;;;;x;;;;
D37;A União Piedosa de $REGION$;;Die Fromme Union von $REGION$;;;;;;;;x;;;;
D37_ADJ;Piedosa;;fromm;;;;;;;;x;;;;
D38;$REGION$ Land;;$REGION$-Land;;;;;;;;x;;;;
D38_ADJ;Lander;;Landes-;;;;;;;;x;;;;
D39;A Republica Mais Serena de $REGION$;;Die Republik der Ruhe von $REGION$;;;;;;;;x;;;;
D39_ADJ;Serena;;ruhig;;;;;;;;x;;;;
D40;O Reino Secreto de $REGION$;;Das Geheime Königreich von $REGION$;;;;;;;;x;;;;
D40_ADJ;Secreto;;geheim;;;;;;;;x;;;;
D41;A Comuna de $REGION$;;Die Kommune von $REGION$;;;;;;;;x;;;;
D41_ADJ;Comunista;;kommunistisch;;;;;;;;x;;;;
D42;The $REGION$ Commune;;Die $REGION$-Kommune;;;;;;;;x;;;;
D42_ADJ;Comunista;;kommunistisch;;;;;;;;x;;;;
D43;O Sindicato dos Trabalhadores de $REGION$;;Die Arbeiter-Union von $REGION$;;;;;;;;x;;;;
D43_ADJ;Trabalhador;;Arbeiter-;;;;;;;;x;;;;
D44;The Landgrave of $REGION$;;Die Landgrafschaft von $REGION$;;;;;;;;x;;;;
D44_ADJ;Landgravine;;landgrafschaftlich;;;;;;;;x;;;;
D45;A nação de $REGION$;;Die Nation von $REGION$;;;;;;;;x;;;;
D45_ADJ;Nationite;;national;;;;;;;;x;;;;
D46;Holy $REGION$;;Die Heilige Region von $REGION$;;;;;;;;x;;;;
D46_ADJ;Zealous;;zelotisch;;;;;;;;x;;;;
D47;The $REGION$ Dominion;;Das $REGION$-Dominion;;;;;;;;x;;;;
D47_ADJ;Dominador;;beherrschend;;;;;;;;x;;;;
D48;O Estado do Povo de $REGION$;;Der Volksstaat von $REGION$;;;;;;;;x;;;;
D48_ADJ;Popular;;völkisch;;;;;;;;x;;;;
D49;O Alto Reino de $REGION$;;Das Hohe Königreich von $REGION$;;;;;;;;x;;;;
D49_ADJ;Maior;;hochköniglich;;;;;;;;x;;;;
D50;O menor Ducado de $REGION$;;Das Kleinere Fürstentum von $REGION$;;;;;;;;x;;;;
D50_ADJ;Ducado;;fürstlich;;;;;;;;x;;;;
dominion_conservative;O Partido Conservador;;Die Konservative Partei;;;;;;;;x;;;;
dominion_reactionary;A Velha Guarda;;Die Alte Garde;;;;;;;;x;;;;
dominion_liberal;O Partido Liberal;;Die Liberale Partei;;;;;;;;x;;;;
dominion_anarcho_liberal;O Partido da Liberdade;;Die Freiheitspartei;;;;;;;;x;;;;
dominion_socialist;O Partido Socialista;;Die Sozialistische Partei;;;;;;;;x;;;;
dominion_communist;O Partido Comunista;;Die Kommunistische Partei;;;;;;;;x;;;;
dominion_fascist;O Partido Imperial;;Die Imperiale Partei;;;;;;;;x;;;;
PW_UPGRADE_TO_COLONY;Clique para converter ou atualizar para a colônia. Você precisa §Y$VALUE$§! pontos de poder colonial para fazer isso.;;Klickt, um eine Kolonie zu konvertieren und aufzuwerten. Ihr benötigt §Y$VALUE$§! verfügbare Kolonialmacht, um dies tun zu können.;;;;;;;;x;;;;
PW_CANT_UPGRADE_TO_COLONY;Atualizando para a colônia custa §R$VALUE$§! pontos de poder colonial.;;Die Aufwertung zur Kolonie kostet §R$VALUE$§! Punkte Kolonialmacht.;;;;;;;;x;;;;
PW_CANT_UPGRADE_TO_STATE;Incorporando como um estado custa §R$VALUE$§! pontos de poder colonial.;;Die Einführung als Staat kostet §R$VALUE$§! Punkte Kolonialmacht.;;;;;;;;x;;;;
CREATE_DOMINION;Dispensar o Domínio;;Dominion entlassen;;;;;;;;x;;;;
CANT_CREATE_PROTECTORATE_COST;Você precisa ter §R$VALUE$§! pontos de poder colonial para criar um protetorado.;;Ihr benötigt  §R$VALUE$§! verfügbare Kolonialmacht-Punkte, um ein Protektorat zu erschaffen.;;;;;;;;x;;;;
torpedo_attacks_desc;Torpedo é um projéctil explosivo auto-propulsionado que opera debaixo de água e é projectado para detonar ao entrar em contacto ou ao aproximar-se de um determinado alvo. Torpedos são armas que podem ser lançadas de submarinos, navios, helicópteros e aviões.;;Ein Torpedo ist eine Waffe mit Eigenantrieb mit einem explosiven Sprengkopf, die über oder unter Wasser abgefeuert werden kann und unter Wasser auf ein Ziel zuschießt. Sie explodiert entweder bei Kontakt mit dem Ziel oder in unmittelbarer Nähe. Diese von einem kleinen Schiff abfeuerbare Waffe kann selbst für die größten Kampfschiffe tödlich sein.;;;;;;;;x;;;;
